file,has_hidden_void,void_num,center_mass,bounds
5852998_1_0_void.stl,YES,1,"[33.125, 8.531, 4.518]","[[33.082, 8.474, 4.473], [33.167, 8.587, 4.563]]"
5852998_1_0_void.stl,YES,2,"[13.878, 33.08, 5.923]","[[13.878, 33.08, 5.923], [13.878, 33.08, 5.923]]"
5815969_1_2_void.stl,YES,1,"[8.11, 55.079, 17.805]","[[8.11, 55.079, 17.805], [8.111, 55.079, 17.806]]"
5903116_9_0_void.stl,YES,1,"[-2.286, 3.171, 24.047]","[[-2.387, 3.132, 23.932], [-2.185, 3.211, 24.163]]"
5785050_1_0_void.stl,YES,1,"[-1.122, 8.247, 32.497]","[[-1.171, 8.206, 32.453], [-1.074, 8.288, 32.541]]"
5785050_1_0_void.stl,YES,2,"[-1.311, 5.62, 34.091]","[[-4.382, 4.473, 32.754], [1.759, 6.768, 35.428]]"
5785050_1_0_void.stl,YES,3,"[14.36, 3.046, 16.798]","[[10.919, 1.946, 14.675], [17.801, 4.145, 18.92]]"
5903116_9_1_void.stl,YES,1,"[19.712, -5.409, 8.904]","[[19.554, -5.554, 8.661], [19.871, -5.263, 9.146]]"
5903116_9_1_void.stl,YES,2,"[-20.893, -2.897, 51.104]","[[-20.893, -2.897, 51.103], [-20.892, -2.896, 51.105]]"
5858994_1_2_void.stl,NO,,,
5835992_2_1_void.stl,YES,1,"[90.246, 109.143, 1.488]","[[89.988, 109.053, 1.4], [90.504, 109.233, 1.575]]"
5835992_2_1_void.stl,YES,2,"[115.203, 140.95, 6.583]","[[115.188, 140.938, 6.577], [115.217, 140.962, 6.589]]"
5842342_1_1_void.stl,YES,1,"[-12.765, 1.646, 20.584]","[[-12.839, 1.615, 20.494], [-12.692, 1.676, 20.675]]"
5842342_1_1_void.stl,YES,2,"[1.662, 3.836, 11.353]","[[1.645, 3.829, 11.342], [1.68, 3.842, 11.363]]"
5842342_1_1_void.stl,YES,3,"[3.69, 2.491, 27.614]","[[-1.39, 0.769, 24.376], [8.771, 4.213, 30.852]]"
5842342_1_1_void.stl,YES,4,"[-3.743, 0.622, 22.916]","[[-4.038, 0.569, 22.731], [-3.447, 0.676, 23.101]]"
5842342_1_0_void.stl,YES,1,"[4.603, 3.156, 13.255]","[[3.252, 2.896, 12.395], [5.954, 3.417, 14.116]]"
5842342_1_0_void.stl,YES,2,"[8.135, -0.9, 10.679]","[[8.114, -0.903, 10.663], [8.157, -0.898, 10.696]]"
5842342_1_0_void.stl,YES,3,"[5.21, 4.586, 24.286]","[[5.187, 4.58, 24.265], [5.234, 4.593, 24.307]]"
5842342_1_0_void.stl,YES,4,"[-5.818, -0.183, 18.259]","[[-6.856, -0.467, 17.483], [-4.779, 0.1, 19.034]]"
5835992_2_0_void.stl,NO,,,
5885189_3_1_void.stl,YES,1,"[2.289, 12.741, 2.108]","[[2.288, 12.741, 2.108], [2.289, 12.741, 2.108]]"
5885189_3_1_void.stl,YES,2,"[-2.291, 18.151, 1.456]","[[-2.292, 18.149, 1.456], [-2.29, 18.154, 1.457]]"
5911816_5_0_void.stl,YES,1,"[-62.04, 23.209, 4.196]","[[-62.862, 23.144, 4.095], [-61.219, 23.273, 4.298]]"
5911816_5_0_void.stl,YES,2,"[44.794, 27.948, 0.882]","[[44.728, 27.94, 0.875], [44.861, 27.956, 0.889]]"
5885189_3_0_void.stl,YES,1,"[-3.354, 8.958, 4.373]","[[-3.399, 8.903, 4.344], [-3.309, 9.014, 4.403]]"
5885189_3_0_void.stl,YES,2,"[3.78, 17.195, 2.659]","[[3.78, 17.195, 2.659], [3.78, 17.195, 2.659]]"
5807879_2_0_void.stl,YES,1,"[-17.243, -6.435, 9.363]","[[-17.244, -6.436, 9.363], [-17.241, -6.433, 9.364]]"
5807879_2_0_void.stl,YES,2,"[2.572, -18.094, 7.726]","[[2.545, -18.118, 7.717], [2.598, -18.069, 7.735]]"
5911816_5_1_void.stl,YES,1,"[-13.889, 22.263, 1.664]","[[-13.908, 22.262, 1.662], [-13.869, 22.265, 1.666]]"
5911816_5_1_void.stl,YES,2,"[-44.399, 27.226, 2.701]","[[-44.537, 27.213, 2.695], [-44.262, 27.238, 2.708]]"
5876392_1_0_void.stl,YES,1,"[23.619, 12.112, 2.056]","[[23.61, 12.094, 2.048], [23.628, 12.129, 2.064]]"
5848270_1_1_void.stl,YES,1,"[-23.483, 37.877, 4.494]","[[-23.726, 37.777, 4.479], [-23.24, 37.978, 4.509]]"
5848270_1_1_void.stl,YES,2,"[-93.868, 66.521, 8.229]","[[-95.3, 64.856, 7.952], [-92.435, 68.187, 8.507]]"
5848270_1_1_void.stl,YES,3,"[116.216, 69.851, 2.191]","[[113.742, 68.206, 2.07], [118.69, 71.496, 2.312]]"
5848270_1_1_void.stl,YES,4,"[22.145, 56.251, 23.086]","[[22.138, 56.245, 23.084], [22.151, 56.257, 23.087]]"
5815802_1_0_void.stl,NO,,,
5848270_1_0_void.stl,NO,,,
5903116_5_2_void.stl,YES,1,"[10.023, -21.031, 2.272]","[[9.878, -21.597, 2.178], [10.168, -20.466, 2.365]]"
5903116_5_2_void.stl,YES,2,"[16.33, 4.536, 1.184]","[[16.199, 3.999, 1.046], [16.461, 5.073, 1.322]]"
5903116_5_2_void.stl,YES,3,"[-12.637, -18.798, 1.745]","[[-15.299, -24.691, 0.612], [-9.974, -12.905, 2.877]]"
5903116_5_2_void.stl,YES,4,"[10.691, -15.62, 3.152]","[[9.681, -17.746, 2.627], [11.701, -13.494, 3.677]]"
5903116_5_2_void.stl,YES,5,"[6.302, -1.214, 4.836]","[[4.859, -6.725, 4.125], [7.745, 4.297, 5.547]]"
5852984_1_2_void.stl,NO,,,
5771254_1_1_void.stl,NO,,,
5771254_1_0_void.stl,NO,,,
5779934_1_2_void.stl,NO,,,
5777962_1_0_void.stl,YES,1,"[-11.564, 2.374, 1.461]","[[-11.578, 2.371, 1.458], [-11.55, 2.377, 1.464]]"
5777962_1_0_void.stl,YES,2,"[-14.447, 2.382, 12.89]","[[-14.472, 2.377, 12.882], [-14.423, 2.388, 12.898]]"
5777962_1_1_void.stl,YES,1,"[-13.577, 1.446, 20.654]","[[-14.091, 1.278, 20.446], [-13.062, 1.613, 20.862]]"
5777962_1_1_void.stl,YES,2,"[-16.907, -1.082, 8.128]","[[-16.933, -1.104, 8.101], [-16.881, -1.061, 8.156]]"
5789969_1_0_void.stl,YES,1,"[53.677, 19.445, 100.023]","[[53.358, 19.258, 99.606], [53.996, 19.633, 100.441]]"
5789969_1_1_void.stl,NO,,,
5838700_1_3_void.stl,NO,,,
5873277_2_3_void.stl,NO,,,
5873277_2_2_void.stl,NO,,,
5838700_1_2_void.stl,NO,,,
5731853_2_2_void.stl,YES,1,"[-15.521, 11.762, 22.377]","[[-15.667, 11.714, 22.35], [-15.375, 11.809, 22.404]]"
5856715_6_0_void.stl,NO,,,
5840852_6_0_void.stl,YES,1,"[-15.232, 15.926, 7.127]","[[-15.233, 15.926, 7.127], [-15.232, 15.927, 7.127]]"
5840852_6_0_void.stl,YES,2,"[3.595, -12.552, 33.876]","[[1.231, -13.647, 32.228], [5.959, -11.457, 35.525]]"
5856715_6_1_void.stl,NO,,,
5827975_1_1_void.stl,YES,1,"[21.146, -5.944, 15.044]","[[20.801, -6.392, 14.144], [21.49, -5.497, 15.944]]"
5827975_1_1_void.stl,YES,2,"[2.543, -1.371, 43.066]","[[2.532, -1.392, 43.039], [2.555, -1.349, 43.093]]"
5827975_1_0_void.stl,YES,1,"[13.402, -0.486, 16.061]","[[13.339, -0.684, 15.737], [13.464, -0.289, 16.384]]"
5903116_2_4_void.stl,NO,,,
5821964_3_4_void.stl,NO,,,
5758968_4_4_void.stl,NO,,,
5885189_8_4_void.stl,NO,,,
5831826_1_0_void.stl,YES,1,"[15.486, 6.348, 20.893]","[[15.386, 6.306, 20.745], [15.586, 6.39, 21.041]]"
5831826_1_0_void.stl,YES,2,"[17.228, 11.524, 30.998]","[[17.127, 11.461, 30.914], [17.329, 11.587, 31.081]]"
5893039_2_0_void.stl,YES,1,"[7.858, 11.533, 12.727]","[[7.858, 11.533, 12.727], [7.858, 11.533, 12.728]]"
5893039_2_0_void.stl,YES,2,"[0.814, 5.578, 12.874]","[[0.814, 5.577, 12.874], [0.814, 5.578, 12.874]]"
5831826_1_1_void.stl,YES,1,"[9.179, 4.012, 17.356]","[[8.596, 3.9, 16.739], [9.762, 4.124, 17.973]]"
5831826_1_1_void.stl,YES,2,"[25.041, 5.976, 18.879]","[[24.154, 5.685, 18.018], [25.927, 6.267, 19.74]]"
5823799_5_1_void.stl,NO,,,
5838731_1_2_void.stl,YES,1,"[-5.992, 37.728, 8.755]","[[-6.634, 34.467, 8.465], [-5.35, 40.988, 9.044]]"
5823799_5_0_void.stl,YES,1,"[199.377, 141.038, 1.386]","[[198.924, 140.919, 1.375], [199.83, 141.156, 1.396]]"
5882085_1_1_void.stl,NO,,,
5882085_1_0_void.stl,NO,,,
5771406_2_4_void.stl,NO,,,
5837564_1_4_void.stl,YES,1,"[2.902, 22.226, 21.974]","[[1.998, 21.144, 20.889], [3.806, 23.307, 23.06]]"
5831757_1_0_void.stl,NO,,,
5864454_1_0_void.stl,YES,1,"[-12.209, 11.229, 2.9]","[[-13.409, 10.007, 2.684], [-11.009, 12.45, 3.115]]"
5864454_1_0_void.stl,YES,2,"[10.844, -1.861, 0.882]","[[10.792, -1.882, 0.875], [10.896, -1.841, 0.888]]"
5846014_1_0_void.stl,NO,,,
5864454_1_1_void.stl,YES,1,"[2.212, 18.527, 10.334]","[[2.004, 18.414, 10.309], [2.42, 18.64, 10.36]]"
5864454_1_1_void.stl,YES,2,"[13.575, 13.986, 8.483]","[[10.127, 10.302, 8.123], [17.023, 17.67, 8.842]]"
5864454_1_1_void.stl,YES,3,"[12.504, -19.136, 10.378]","[[10.598, -20.279, 9.866], [14.41, -17.992, 10.89]]"
5840784_1_1_void.stl,YES,1,"[260.941, 10.328, 129.279]","[[259.526, 10.276, 127.948], [262.357, 10.38, 130.61]]"
5840784_1_1_void.stl,YES,2,"[87.73, 20.329, 9.203]","[[87.581, 20.305, 9.052], [87.879, 20.354, 9.354]]"
5840784_1_1_void.stl,YES,3,"[131.057, 6.429, 172.932]","[[83.394, 2.839, 141.486], [178.721, 10.019, 204.379]]"
5873277_3_1_void.stl,YES,1,"[32.12, 11.674, 2.969]","[[30.291, 10.573, 2.83], [33.949, 12.775, 3.109]]"
5873277_3_0_void.stl,YES,1,"[10.402, 10.052, 2.033]","[[10.376, 10.023, 2.03], [10.428, 10.081, 2.036]]"
5873277_3_0_void.stl,YES,2,"[-26.481, 15.28, 1.801]","[[-26.686, 15.128, 1.78], [-26.277, 15.432, 1.823]]"
5873277_3_0_void.stl,YES,3,"[38.851, 9.133, 2.124]","[[38.311, 8.927, 2.096], [39.391, 9.339, 2.153]]"
5873277_3_0_void.stl,YES,4,"[-0.269, -4.65, 2.991]","[[-0.798, -4.935, 2.971], [0.26, -4.364, 3.012]]"
5840784_1_0_void.stl,YES,1,"[47.535, 4.998, 13.744]","[[45.278, 4.773, 11.284], [49.792, 5.223, 16.203]]"
5840784_1_0_void.stl,YES,2,"[221.157, 10.232, 10.425]","[[221.155, 10.232, 10.424], [221.159, 10.232, 10.426]]"
5885189_2_3_void.stl,NO,,,
5864856_1_2_void.stl,NO,,,
5885189_2_2_void.stl,NO,,,
5831438_1_0_void.stl,NO,,,
5814566_1_1_void.stl,YES,1,"[22.515, -56.648, 6.549]","[[22.467, -56.686, 6.541], [22.563, -56.61, 6.557]]"
5814566_1_1_void.stl,YES,2,"[35.281, -53.169, 0.887]","[[35.274, -53.178, 0.884], [35.288, -53.16, 0.889]]"
5831438_1_1_void.stl,NO,,,
5814566_1_0_void.stl,YES,1,"[-35.545, 43.501, 12.793]","[[-35.669, 43.3, 12.765], [-35.421, 43.702, 12.821]]"
5814566_1_0_void.stl,YES,2,"[-36.34, 30.807, 4.247]","[[-36.34, 30.806, 4.247], [-36.34, 30.807, 4.247]]"
5814566_1_0_void.stl,YES,3,"[-36.489, -17.456, 2.57]","[[-36.49, -17.456, 2.57], [-36.489, -17.455, 2.571]]"
5835992_3_3_void.stl,YES,1,"[74.578, 103.245, 20.668]","[[74.378, 103.079, 20.591], [74.779, 103.411, 20.745]]"
5830976_1_2_void.stl,NO,,,
5835992_3_2_void.stl,YES,1,"[95.119, 76.025, 17.107]","[[95.118, 76.025, 17.107], [95.119, 76.026, 17.107]]"
5903116_4_0_void.stl,NO,,,
5868524_1_2_void.stl,NO,,,
5846103_1_4_void.stl,NO,,,
5903116_4_1_void.stl,NO,,,
5868524_1_3_void.stl,YES,1,"[-6.395, 89.757, 5.781]","[[-6.4, 89.717, 5.779], [-6.389, 89.796, 5.782]]"
5868524_1_3_void.stl,YES,2,"[1.187, 198.523, 10.419]","[[1.186, 198.485, 10.416], [1.189, 198.561, 10.422]]"
5839581_2_4_void.stl,YES,1,"[-13.31, 9.251, 2.011]","[[-19.306, 1.444, 1.593], [-7.315, 17.058, 2.429]]"
5839581_2_4_void.stl,YES,2,"[-19.022, 77.941, 2.327]","[[-24.889, 69.444, 2.031], [-13.154, 86.438, 2.623]]"
5839581_2_4_void.stl,YES,3,"[22.974, -12.434, 1.275]","[[22.959, -12.47, 1.272], [22.989, -12.397, 1.277]]"
5758968_2_0_void.stl,YES,1,"[6.127, 4.879, 7.174]","[[5.601, 4.514, 7.02], [6.654, 5.244, 7.328]]"
5758968_2_1_void.stl,YES,1,"[8.779, -5.356, 4.075]","[[8.573, -5.546, 4.028], [8.984, -5.167, 4.122]]"
5758968_2_1_void.stl,YES,2,"[4.183, -7.019, 6.382]","[[3.716, -7.893, 6.045], [4.65, -6.144, 6.719]]"
5758968_1_4_void.stl,YES,1,"[9.668, -6.887, 4.142]","[[9.661, -6.89, 4.139], [9.675, -6.885, 4.146]]"
5839581_1_1_void.stl,YES,1,"[-19.311, -13.732, 7.172]","[[-23.987, -16.519, 6.886], [-14.635, -10.945, 7.458]]"
5839581_1_0_void.stl,YES,1,"[4.52, -45.582, 6.957]","[[-0.451, -59.142, 6.131], [9.491, -32.021, 7.783]]"
5839581_1_0_void.stl,YES,2,"[32.126, -10.019, 4.532]","[[27.206, -20.701, 3.621], [37.046, 0.663, 5.444]]"
5846103_2_0_void.stl,YES,1,"[18.203, 5.865, 12.362]","[[18.201, 5.864, 12.359], [18.205, 5.866, 12.364]]"
5846103_2_0_void.stl,YES,2,"[7.749, 6.023, 1.528]","[[7.52, 5.983, 1.316], [7.978, 6.063, 1.741]]"
5846103_2_1_void.stl,YES,1,"[12.904, 1.778, 5.865]","[[12.902, 1.777, 5.863], [12.906, 1.78, 5.866]]"
5834623_1_0_void.stl,NO,,,
5838716_2_2_void.stl,NO,,,
5806528_1_0_void.stl,NO,,,
5840852_3_1_void.stl,NO,,,
5806528_1_1_void.stl,NO,,,
5838716_2_3_void.stl,NO,,,
5840852_3_0_void.stl,NO,,,
5568839_1_2_void.stl,NO,,,
5568839_1_3_void.stl,NO,,,
5815969_5_1_void.stl,NO,,,
5815969_5_0_void.stl,YES,1,"[18.448, 32.026, 1.49]","[[18.172, 31.581, 1.103], [18.725, 32.471, 1.877]]"
5815969_5_0_void.stl,YES,2,"[22.469, 53.276, 48.956]","[[22.407, 53.207, 48.833], [22.531, 53.346, 49.079]]"
5771406_1_0_void.stl,NO,,,
5775050_1_0_void.stl,YES,1,"[-0.274, 5.078, 3.959]","[[-0.307, 4.974, 3.864], [-0.241, 5.183, 4.053]]"
5775050_1_0_void.stl,YES,2,"[0.38, 5.624, 4.775]","[[0.376, 5.618, 4.766], [0.383, 5.629, 4.784]]"
5775050_1_0_void.stl,YES,3,"[0.447, 5.769, 8.53]","[[0.444, 5.762, 8.524], [0.449, 5.775, 8.536]]"
5846172_3_3_void.stl,YES,1,"[1.973, 12.17, 3.774]","[[1.969, 12.166, 3.772], [1.978, 12.173, 3.776]]"
5846172_3_2_void.stl,YES,1,"[12.496, 14.116, 5.976]","[[12.191, 13.537, 5.391], [12.801, 14.696, 6.561]]"
5846172_3_2_void.stl,YES,2,"[3.023, 4.565, 11.468]","[[3.023, 4.565, 11.467], [3.023, 4.565, 11.468]]"
5846172_3_2_void.stl,YES,3,"[3.129, 7.244, 2.573]","[[2.94, 6.953, 2.387], [3.317, 7.535, 2.759]]"
5775050_1_1_void.stl,YES,1,"[-0.469, 6.215, 2.959]","[[-0.469, 6.214, 2.958], [-0.468, 6.215, 2.959]]"
5775050_1_1_void.stl,YES,2,"[-1.315, 6.129, 0.182]","[[-1.317, 6.125, 0.177], [-1.313, 6.133, 0.187]]"
5775050_1_1_void.stl,YES,3,"[1.161, 5.961, 0.459]","[[1.161, 5.96, 0.458], [1.161, 5.961, 0.46]]"
5831735_1_0_void.stl,YES,1,"[-19.2, 93.29, 3.428]","[[-19.271, 93.256, 3.425], [-19.128, 93.323, 3.431]]"
5831735_1_0_void.stl,YES,2,"[-62.38, -67.059, 0.712]","[[-62.394, -67.065, 0.711], [-62.365, -67.053, 0.714]]"
5831735_1_1_void.stl,YES,1,"[-73.433, 59.939, 8.621]","[[-74.031, 59.427, 8.589], [-72.835, 60.451, 8.653]]"
5831735_1_1_void.stl,YES,2,"[-84.401, 35.856, 1.764]","[[-84.426, 35.823, 1.761], [-84.376, 35.89, 1.767]]"
5831735_1_1_void.stl,YES,3,"[15.91, 92.496, 8.112]","[[15.91, 92.495, 8.112], [15.911, 92.497, 8.113]]"
5785245_2_2_void.stl,NO,,,
5758968_7_0_void.stl,YES,1,"[70.293, -21.675, 5.383]","[[70.293, -21.675, 5.383], [70.294, -21.674, 5.384]]"
5765487_2_3_void.stl,YES,1,"[21.778, -12.245, 14.759]","[[20.89, -13.503, 13.977], [22.667, -10.987, 15.542]]"
5765487_2_3_void.stl,YES,2,"[13.614, -15.918, 6.715]","[[13.48, -16.099, 6.608], [13.748, -15.737, 6.822]]"
5803922_1_4_void.stl,YES,1,"[-2.777, -0.464, 14.146]","[[-2.783, -0.47, 14.142], [-2.772, -0.458, 14.15]]"
5803922_1_4_void.stl,YES,2,"[-7.427, 1.32, 13.618]","[[-7.437, 1.309, 13.602], [-7.418, 1.331, 13.634]]"
5803922_1_4_void.stl,YES,3,"[-8.215, 2.484, 70.534]","[[-8.316, 2.354, 70.343], [-8.115, 2.615, 70.726]]"
5758968_7_1_void.stl,YES,1,"[34.587, -19.106, 44.779]","[[34.535, -19.143, 44.717], [34.638, -19.069, 44.841]]"
5765487_2_2_void.stl,YES,1,"[26.034, -8.6, 34.133]","[[26.033, -8.6, 34.133], [26.034, -8.599, 34.133]]"
5903116_1_0_void.stl,NO,,,
5903116_1_1_void.stl,YES,1,"[0.261, -2.095, 28.7]","[[0.261, -2.095, 28.7], [0.261, -2.095, 28.7]]"
5815969_3_4_void.stl,NO,,,
5921362_1_4_void.stl,NO,,,
5838704_2_2_void.stl,NO,,,
5826410_1_1_void.stl,NO,,,
5826410_1_0_void.stl,NO,,,
5826522_2_1_void.stl,YES,1,"[-9.384, -0.349, 0.848]","[[-10.117, -0.554, 0.647], [-8.652, -0.143, 1.049]]"
5826522_2_1_void.stl,YES,2,"[15.386, 2.033, 2.041]","[[14.165, 1.941, 1.82], [16.608, 2.124, 2.262]]"
5826522_2_1_void.stl,YES,3,"[17.128, -1.884, 0.932]","[[15.973, -1.96, 0.819], [18.282, -1.807, 1.045]]"
5826522_2_1_void.stl,YES,4,"[-11.617, 3.139, 1.374]","[[-11.618, 3.139, 1.374], [-11.617, 3.139, 1.374]]"
5826522_2_1_void.stl,YES,5,"[31.966, 2.624, 1.609]","[[31.958, 2.623, 1.607], [31.974, 2.625, 1.611]]"
5826522_2_0_void.stl,YES,1,"[-12.393, -1.32, 1.336]","[[-12.401, -1.321, 1.334], [-12.385, -1.32, 1.338]]"
5834358_1_0_void.stl,YES,1,"[-16.775, -16.567, 2.568]","[[-16.78, -16.581, 2.567], [-16.771, -16.554, 2.57]]"
5834358_1_1_void.stl,YES,1,"[22.698, 22.968, 1.727]","[[22.681, 22.92, 1.724], [22.715, 23.016, 1.73]]"
