file,has_hidden_void,void_num,center_mass,bounds
5805749_1_1_void.stl,YES,6,"[20.956, 3.409, 2.852]","[[19.25, 2.37, 2.396], [22.662, 4.449, 3.308]]"
5805749_1_1_void.stl,YES,7,"[3.951, 17.372, 2.094]","[[3.768, 17.276, 2.065], [4.134, 17.468, 2.123]]"
5805749_1_1_void.stl,YES,8,"[15.954, 14.221, 0.551]","[[15.936, 14.184, 0.543], [15.973, 14.259, 0.558]]"
5805749_1_1_void.stl,YES,9,"[27.456, 3.561, 1.251]","[[27.111, 3.416, 1.219], [27.801, 3.706, 1.283]]"
5805749_1_1_void.stl,YES,10,"[12.369, 11.554, 1.135]","[[9.951, 10.5, 0.764], [14.788, 12.608, 1.507]]"
5853274_1_0_void.stl,YES,1,"[50.148, -27.662, 16.588]","[[48.804, -28.443, 15.787], [51.492, -26.881, 17.389]]"
5853274_1_0_void.stl,YES,2,"[-53.659, 31.389, 20.656]","[[-53.659, 31.389, 20.656], [-53.658, 31.389, 20.656]]"
5853274_1_0_void.stl,YES,3,"[19.347, -27.717, 15.27]","[[19.289, -27.757, 15.243], [19.405, -27.677, 15.297]]"
5853274_1_0_void.stl,YES,4,"[38.361, 0.04, 3.17]","[[38.015, -0.277, 2.825], [38.707, 0.357, 3.515]]"
5819785_1_1_void.stl,NO,,,
5892823_1_0_void.stl,YES,1,"[-0.093, 48.826, 4.057]","[[-0.096, 48.735, 4.054], [-0.089, 48.917, 4.059]]"
5892823_1_0_void.stl,YES,2,"[-0.906, -80.063, 2.51]","[[-0.911, -80.154, 2.506], [-0.901, -79.971, 2.514]]"
5892823_1_0_void.stl,YES,3,"[-1.461, 74.739, 2.987]","[[-1.461, 74.737, 2.987], [-1.46, 74.741, 2.987]]"
5892823_1_0_void.stl,YES,4,"[-1.076, -37.581, 11.396]","[[-1.079, -37.613, 11.394], [-1.073, -37.549, 11.398]]"
5892823_1_0_void.stl,YES,5,"[17.563, -117.965, 12.146]","[[17.549, -118.224, 12.13], [17.576, -117.707, 12.163]]"
5840852_7_3_void.stl,YES,1,"[14.802, -15.421, 7.88]","[[14.736, -15.542, 7.812], [14.869, -15.299, 7.948]]"
5840852_7_3_void.stl,YES,2,"[-9.321, -6.431, 4.477]","[[-9.321, -6.431, 4.477], [-9.321, -6.431, 4.477]]"
5840852_7_3_void.stl,YES,3,"[-11.116, 0.156, 12.098]","[[-11.236, -0.136, 11.963], [-10.997, 0.449, 12.233]]"
5840852_7_3_void.stl,YES,4,"[-16.349, -21.24, 2.954]","[[-19.789, -25.688, 1.228], [-12.908, -16.792, 4.681]]"
5840852_7_3_void.stl,YES,5,"[-4.934, 0.282, 32.752]","[[-10.432, -1.771, 29.591], [0.564, 2.335, 35.914]]"
5840852_7_3_void.stl,YES,6,"[-6.319, 3.791, 18.928]","[[-6.956, 3.265, 18.247], [-5.682, 4.316, 19.61]]"
5840852_7_3_void.stl,YES,7,"[-1.171, -0.568, 26.328]","[[-1.185, -0.588, 26.317], [-1.157, -0.548, 26.338]]"
5840852_7_3_void.stl,YES,8,"[-8.06, 9.805, 33.249]","[[-8.064, 9.794, 33.242], [-8.056, 9.815, 33.256]]"
5840852_7_3_void.stl,YES,9,"[-16.517, 28.492, 17.728]","[[-16.518, 28.491, 17.727], [-16.516, 28.493, 17.729]]"
5840852_7_3_void.stl,YES,10,"[-13.381, 7.439, 15.484]","[[-13.816, 6.85, 15.111], [-12.945, 8.028, 15.858]]"
5840852_7_3_void.stl,YES,11,"[-8.008, -11.031, 28.244]","[[-8.008, -11.031, 28.244], [-8.008, -11.031, 28.244]]"
5892823_1_1_void.stl,YES,1,"[1.775, 25.646, 12.632]","[[1.768, 25.572, 12.623], [1.782, 25.719, 12.642]]"
5892823_1_1_void.stl,YES,2,"[-0.812, -48.012, 9.377]","[[-1.089, -53.536, 9.267], [-0.535, -42.487, 9.487]]"
5892823_1_1_void.stl,YES,3,"[-0.639, -32.624, 1.428]","[[-0.957, -37.882, 1.152], [-0.321, -27.367, 1.704]]"
5840852_7_2_void.stl,YES,1,"[-18.479, -24.643, 8.644]","[[-18.492, -24.664, 8.637], [-18.466, -24.622, 8.651]]"
5840852_7_2_void.stl,YES,2,"[-3.102, 9.568, 12.216]","[[-3.108, 9.564, 12.215], [-3.097, 9.573, 12.217]]"
5840852_7_2_void.stl,YES,3,"[-11.067, 5.666, 23.804]","[[-13.018, 2.617, 20.798], [-9.115, 8.715, 26.81]]"
5840852_7_2_void.stl,YES,4,"[-4.197, -12.437, 36.518]","[[-4.224, -12.476, 36.498], [-4.171, -12.399, 36.538]]"
5840852_7_2_void.stl,YES,5,"[-4.506, -1.278, 17.915]","[[-5.975, -3.681, 16.21], [-3.038, 1.126, 19.619]]"
5840852_7_2_void.stl,YES,6,"[3.948, -17.06, 26.371]","[[-4.726, -23.864, 21.662], [12.621, -10.256, 31.081]]"
5840852_7_2_void.stl,YES,7,"[16.458, -22.785, 29.177]","[[14.967, -24.497, 27.67], [17.948, -21.072, 30.684]]"
5819785_1_0_void.stl,NO,,,
5864029_1_1_void.stl,NO,,,
5864029_1_0_void.stl,NO,,,
5779197_1_0_void.stl,NO,,,
5884572_1_2_void.stl,YES,1,"[27.161, 1.472, 19.791]","[[27.161, 1.472, 19.791], [27.161, 1.473, 19.791]]"
5884572_1_2_void.stl,YES,2,"[-37.66, 2.176, 30.729]","[[-37.678, 2.165, 30.709], [-37.642, 2.186, 30.75]]"
5884572_1_2_void.stl,YES,3,"[-37.768, -11.266, 157.66]","[[-37.768, -11.266, 157.659], [-37.768, -11.265, 157.661]]"
5884572_1_2_void.stl,YES,4,"[32.629, -29.696, 31.058]","[[32.451, -29.991, 30.824], [32.806, -29.402, 31.293]]"
5884572_1_2_void.stl,YES,5,"[-14.347, -28.09, 76.501]","[[-14.61, -28.367, 75.786], [-14.083, -27.812, 77.217]]"
5884572_1_2_void.stl,YES,6,"[25.653, -0.159, 63.521]","[[25.565, -0.233, 63.318], [25.742, -0.085, 63.724]]"
5884572_1_2_void.stl,YES,7,"[-7.229, -29.247, 53.131]","[[-7.23, -29.248, 53.13], [-7.229, -29.247, 53.131]]"
5884572_1_2_void.stl,YES,8,"[45.061, 11.92, 20.127]","[[45.06, 11.919, 20.127], [45.061, 11.92, 20.128]]"
5884572_1_2_void.stl,YES,9,"[-15.539, 66.275, 146.52]","[[-15.547, 66.259, 146.507], [-15.531, 66.29, 146.533]]"
5884572_1_2_void.stl,YES,10,"[-37.405, -14.11, 98.029]","[[-37.738, -14.494, 97.536], [-37.071, -13.726, 98.522]]"
5884572_1_2_void.stl,YES,11,"[42.985, 15.991, 155.787]","[[42.723, 15.679, 155.577], [43.247, 16.302, 155.997]]"
5884572_1_2_void.stl,YES,12,"[-38.993, -5.185, 106.278]","[[-39.003, -5.195, 106.261], [-38.984, -5.174, 106.296]]"
5884572_1_2_void.stl,YES,13,"[13.634, 16.75, 20.614]","[[13.624, 16.73, 20.589], [13.645, 16.771, 20.639]]"
5731853_3_1_void.stl,YES,1,"[-6.831, 4.803, 98.766]","[[-8.976, 4.375, 98.175], [-4.686, 5.232, 99.357]]"
5731853_3_1_void.stl,YES,2,"[-15.303, 44.554, 3.232]","[[-15.322, 44.545, 3.215], [-15.285, 44.562, 3.249]]"
5731853_3_1_void.stl,YES,3,"[-5.579, 9.745, 31.183]","[[-5.631, 9.723, 31.113], [-5.527, 9.768, 31.252]]"
5731853_3_1_void.stl,YES,4,"[7.648, 44.427, 92.027]","[[7.624, 44.421, 92.016], [7.671, 44.434, 92.038]]"
5731853_3_1_void.stl,YES,5,"[-12.973, 6.279, 21.614]","[[-15.503, 5.37, 18.847], [-10.443, 7.187, 24.381]]"
5731853_3_1_void.stl,YES,6,"[-20.499, 14.727, 0.273]","[[-20.501, 14.726, 0.272], [-20.498, 14.727, 0.274]]"
5731853_3_1_void.stl,YES,7,"[-18.449, 36.339, 94.467]","[[-18.924, 36.236, 94.16], [-17.973, 36.442, 94.775]]"
5779197_1_1_void.stl,NO,,,
5731853_3_0_void.stl,YES,1,"[-12.502, 19.725, 127.44]","[[-12.678, 19.658, 127.297], [-12.326, 19.792, 127.583]]"
5731853_3_0_void.stl,YES,2,"[-5.234, 6.889, 124.962]","[[-14.536, 5.179, 118.45], [4.068, 8.599, 131.473]]"
5731853_3_0_void.stl,YES,3,"[-18.418, 15.036, 40.26]","[[-20.463, 14.841, 39.179], [-16.374, 15.23, 41.341]]"
5731853_3_0_void.stl,YES,4,"[-9.093, 26.512, 31.056]","[[-14.723, 24.746, 26.299], [-3.462, 28.278, 35.813]]"
5884572_1_3_void.stl,YES,1,"[-41.36, -25.96, 51.767]","[[-41.36, -25.961, 51.766], [-41.36, -25.96, 51.767]]"
5884572_1_3_void.stl,YES,2,"[21.56, -24.724, 81.968]","[[21.545, -24.739, 81.953], [21.575, -24.709, 81.982]]"
5884572_1_3_void.stl,YES,3,"[-13.624, 65.724, 114.813]","[[-14.0, 65.31, 114.488], [-13.248, 66.138, 115.138]]"
5782067_1_0_void.stl,YES,1,"[9.927, 1.97, 7.625]","[[9.926, 1.97, 7.624], [9.928, 1.971, 7.626]]"
5782067_1_0_void.stl,YES,2,"[7.197, -0.61, 1.556]","[[6.984, -0.81, 1.434], [7.41, -0.409, 1.679]]"
5782067_1_1_void.stl,YES,1,"[5.536, -0.456, 0.539]","[[5.535, -0.457, 0.539], [5.536, -0.456, 0.54]]"
5782067_1_1_void.stl,YES,2,"[9.827, -1.462, 8.519]","[[9.824, -1.465, 8.517], [9.829, -1.458, 8.521]]"
5782067_1_1_void.stl,YES,3,"[4.29, 1.906, 0.26]","[[4.279, 1.898, 0.244], [4.302, 1.915, 0.276]]"
5782067_1_1_void.stl,YES,4,"[6.147, 1.404, 1.639]","[[6.108, 1.322, 1.562], [6.186, 1.487, 1.716]]"
5782067_1_1_void.stl,YES,5,"[8.31, 0.856, 8.181]","[[8.08, 0.638, 7.914], [8.541, 1.073, 8.447]]"
5782067_1_1_void.stl,YES,6,"[9.8, 0.316, 8.993]","[[9.8, 0.316, 8.993], [9.8, 0.316, 8.993]]"
5852998_1_1_void.stl,YES,1,"[30.264, 31.46, 17.296]","[[30.263, 31.459, 17.296], [30.264, 31.46, 17.296]]"
5852998_1_1_void.stl,YES,2,"[34.602, 24.715, 1.087]","[[33.911, 24.135, 0.675], [35.292, 25.295, 1.499]]"
5852998_1_1_void.stl,YES,3,"[25.836, 5.563, 3.507]","[[25.834, 5.562, 3.506], [25.837, 5.565, 3.509]]"
5852998_1_1_void.stl,YES,4,"[16.348, 34.159, 14.283]","[[16.347, 34.159, 14.283], [16.348, 34.159, 14.283]]"
5852998_1_0_void.stl,YES,1,"[26.436, 10.729, 8.451]","[[26.435, 10.729, 8.451], [26.436, 10.729, 8.451]]"
5852998_1_0_void.stl,YES,2,"[33.227, 20.235, 8.115]","[[33.227, 20.235, 8.115], [33.227, 20.236, 8.115]]"
5852998_1_0_void.stl,YES,3,"[33.608, 13.47, 8.564]","[[33.608, 13.47, 8.564], [33.609, 13.47, 8.564]]"
5852998_1_0_void.stl,YES,4,"[28.622, 12.077, 0.692]","[[28.621, 12.077, 0.692], [28.622, 12.077, 0.693]]"
5852998_1_0_void.stl,YES,5,"[9.624, 12.134, 8.371]","[[9.621, 12.132, 8.368], [9.628, 12.137, 8.373]]"
5815969_1_2_void.stl,YES,1,"[3.812, 52.187, 19.354]","[[3.812, 52.187, 19.354], [3.812, 52.187, 19.354]]"
5815969_1_2_void.stl,YES,2,"[20.448, 11.708, 56.005]","[[20.399, 11.586, 55.867], [20.498, 11.83, 56.143]]"
5785050_1_1_void.stl,YES,1,"[-8.831, 8.421, 28.636]","[[-9.003, 8.233, 28.262], [-8.659, 8.609, 29.01]]"
5785050_1_1_void.stl,YES,2,"[-10.959, -5.308, 4.901]","[[-11.047, -5.357, 4.825], [-10.871, -5.26, 4.976]]"
5785050_1_1_void.stl,YES,3,"[8.681, -2.494, 31.645]","[[7.62, -3.007, 30.866], [9.741, -1.981, 32.425]]"
5785050_1_1_void.stl,YES,4,"[-5.435, 3.655, 6.066]","[[-8.649, 1.855, 4.13], [-2.222, 5.455, 8.003]]"
5785050_1_1_void.stl,YES,5,"[13.804, -2.149, 25.791]","[[12.477, -3.123, 25.003], [15.132, -1.175, 26.58]]"
5785050_1_1_void.stl,YES,6,"[-10.524, -9.984, 20.547]","[[-10.762, -10.229, 20.115], [-10.287, -9.739, 20.98]]"
5785050_1_1_void.stl,YES,7,"[-13.12, -7.1, 15.038]","[[-14.401, -8.216, 14.155], [-11.839, -5.985, 15.922]]"
5785050_1_1_void.stl,YES,8,"[-11.306, -7.033, 22.828]","[[-11.965, -7.579, 21.843], [-10.647, -6.487, 23.813]]"
5785050_1_1_void.stl,YES,9,"[-9.029, 0.088, 33.541]","[[-9.546, -0.557, 33.147], [-8.511, 0.734, 33.935]]"
5785050_1_1_void.stl,YES,10,"[-6.124, -0.922, 2.466]","[[-6.232, -0.999, 2.357], [-6.015, -0.845, 2.574]]"
5785050_1_0_void.stl,YES,1,"[10.625, 12.84, 21.599]","[[10.523, 12.769, 21.515], [10.726, 12.911, 21.682]]"
5835992_2_1_void.stl,NO,,,
5842342_1_1_void.stl,YES,1,"[-9.024, -2.713, 15.057]","[[-9.992, -3.011, 13.58], [-8.055, -2.414, 16.534]]"
5842342_1_1_void.stl,YES,2,"[-5.494, -1.849, 30.821]","[[-5.574, -1.889, 30.674], [-5.413, -1.809, 30.968]]"
5842342_1_1_void.stl,YES,3,"[-8.157, -1.365, 32.21]","[[-8.324, -1.418, 32.037], [-7.99, -1.313, 32.382]]"
5842342_1_1_void.stl,YES,4,"[-5.879, -4.77, 14.045]","[[-5.948, -4.81, 13.918], [-5.81, -4.731, 14.173]]"
5842342_1_1_void.stl,YES,5,"[7.768, -3.891, 22.248]","[[7.618, -3.937, 21.914], [7.917, -3.845, 22.582]]"
5842342_1_1_void.stl,YES,6,"[-11.927, 4.146, 16.026]","[[-14.558, 3.775, 13.531], [-9.295, 4.518, 18.521]]"
5842342_1_1_void.stl,YES,7,"[-0.622, 0.995, 28.657]","[[-0.723, 0.971, 28.603], [-0.521, 1.02, 28.71]]"
5842342_1_1_void.stl,YES,8,"[-2.099, 2.069, 6.362]","[[-2.314, 2.027, 6.222], [-1.884, 2.112, 6.502]]"
5842342_1_1_void.stl,YES,9,"[-12.465, 4.111, 23.751]","[[-12.507, 4.094, 23.649], [-12.424, 4.128, 23.853]]"
5842342_1_0_void.stl,YES,1,"[1.081, -2.006, 12.543]","[[0.736, -2.104, 12.324], [1.426, -1.907, 12.762]]"
5835992_2_0_void.stl,YES,1,"[159.533, 140.568, 28.991]","[[159.525, 140.562, 28.988], [159.541, 140.575, 28.995]]"
5885189_3_1_void.stl,YES,1,"[3.493, 15.372, 4.442]","[[3.459, 15.254, 4.392], [3.527, 15.489, 4.492]]"
5885189_3_1_void.stl,YES,2,"[-3.128, 22.592, 0.686]","[[-3.139, 22.571, 0.677], [-3.117, 22.613, 0.695]]"
5885189_3_1_void.stl,YES,3,"[-3.545, 22.599, 2.981]","[[-3.567, 22.566, 2.973], [-3.523, 22.631, 2.989]]"
5885189_3_1_void.stl,YES,4,"[2.479, 22.087, 4.157]","[[2.478, 22.085, 4.156], [2.479, 22.089, 4.158]]"
5885189_3_1_void.stl,YES,5,"[-3.29, 7.379, 4.51]","[[-3.309, 7.357, 4.494], [-3.272, 7.402, 4.525]]"
5885189_3_1_void.stl,YES,6,"[2.422, 19.602, 5.746]","[[2.42, 19.592, 5.743], [2.424, 19.612, 5.748]]"
5885189_3_1_void.stl,YES,7,"[-2.878, 13.249, 4.221]","[[-2.878, 13.249, 4.221], [-2.878, 13.249, 4.221]]"
5885189_3_1_void.stl,YES,8,"[-3.159, 9.512, 5.291]","[[-3.317, 9.204, 5.162], [-3.0, 9.82, 5.419]]"
5885189_3_1_void.stl,YES,9,"[-3.019, 15.361, 2.226]","[[-3.022, 15.357, 2.225], [-3.017, 15.364, 2.227]]"
5885189_3_1_void.stl,YES,10,"[2.865, 21.151, 3.967]","[[2.848, 21.094, 3.951], [2.882, 21.208, 3.982]]"
5807879_2_1_void.stl,NO,,,
5911816_5_0_void.stl,YES,1,"[-47.81, 22.222, 5.807]","[[-47.822, 22.221, 5.807], [-47.799, 22.223, 5.808]]"
5911816_5_0_void.stl,YES,2,"[-25.376, 25.107, 0.746]","[[-25.469, 25.102, 0.741], [-25.284, 25.111, 0.75]]"
5885189_3_0_void.stl,YES,1,"[3.212, 11.062, 1.984]","[[3.039, 10.531, 1.828], [3.385, 11.594, 2.139]]"
5885189_3_0_void.stl,YES,2,"[-3.227, 18.093, 2.717]","[[-3.269, 18.048, 2.683], [-3.185, 18.139, 2.752]]"
5885189_3_0_void.stl,YES,3,"[-3.311, 9.452, 2.71]","[[-3.316, 9.442, 2.707], [-3.307, 9.463, 2.713]]"
5885189_3_0_void.stl,YES,4,"[-3.069, 17.583, 2.151]","[[-3.291, 17.081, 1.926], [-2.847, 18.084, 2.376]]"
5885189_3_0_void.stl,YES,5,"[2.642, 14.49, 3.268]","[[2.64, 14.485, 3.266], [2.644, 14.495, 3.27]]"
5885189_3_0_void.stl,YES,6,"[2.465, 15.972, 5.396]","[[2.222, 15.626, 5.186], [2.709, 16.318, 5.607]]"
5807879_2_0_void.stl,NO,,,
5911816_5_1_void.stl,YES,1,"[-10.087, 19.056, 3.41]","[[-10.095, 19.056, 3.409], [-10.078, 19.057, 3.41]]"
5876392_1_0_void.stl,YES,1,"[16.283, 3.042, 6.418]","[[16.072, 2.518, 6.245], [16.494, 3.565, 6.59]]"
5876392_1_0_void.stl,YES,2,"[22.824, 10.72, 2.408]","[[22.813, 10.71, 2.402], [22.835, 10.729, 2.414]]"
5876392_1_0_void.stl,YES,3,"[2.917, 13.323, 9.666]","[[2.917, 13.323, 9.666], [2.917, 13.323, 9.666]]"
5848270_1_1_void.stl,YES,1,"[-43.49, 74.73, 18.156]","[[-55.117, 68.05, 16.882], [-31.863, 81.409, 19.43]]"
5848270_1_1_void.stl,YES,2,"[-40.385, 47.56, 14.609]","[[-43.376, 45.972, 14.404], [-37.394, 49.148, 14.813]]"
5848270_1_1_void.stl,YES,3,"[51.539, 63.407, 3.117]","[[50.793, 63.165, 3.069], [52.286, 63.649, 3.166]]"
5848270_1_1_void.stl,YES,4,"[64.978, 74.734, 4.538]","[[63.888, 74.014, 4.417], [66.068, 75.453, 4.659]]"
5848270_1_1_void.stl,YES,5,"[114.566, 57.391, 21.503]","[[107.357, 53.082, 20.198], [121.774, 61.7, 22.808]]"
5848270_1_1_void.stl,YES,6,"[-107.174, 56.581, 14.131]","[[-118.351, 51.333, 12.945], [-95.996, 61.829, 15.316]]"
5848270_1_1_void.stl,YES,7,"[79.921, 62.668, 16.777]","[[61.094, 53.699, 14.468], [98.748, 71.638, 19.087]]"
5848270_1_1_void.stl,YES,8,"[2.369, 49.949, 15.75]","[[-2.562, 46.436, 15.141], [7.3, 53.462, 16.36]]"
5815802_1_0_void.stl,YES,1,"[10.001, 61.373, 34.479]","[[10.0, 61.371, 34.478], [10.002, 61.374, 34.479]]"
5876392_1_1_void.stl,YES,1,"[3.366, 17.815, 10.484]","[[3.35, 17.801, 10.478], [3.382, 17.829, 10.49]]"
5876392_1_1_void.stl,YES,2,"[23.704, 15.033, 5.26]","[[23.695, 15.019, 5.252], [23.713, 15.046, 5.267]]"
5848270_1_0_void.stl,YES,1,"[13.209, 59.934, 14.475]","[[5.538, 53.623, 13.374], [20.881, 66.244, 15.577]]"
5848270_1_0_void.stl,YES,2,"[90.094, 83.458, 26.362]","[[90.092, 83.456, 26.362], [90.095, 83.459, 26.362]]"
5848270_1_0_void.stl,YES,3,"[131.677, -45.965, 1.944]","[[128.497, -47.526, 1.748], [134.857, -44.403, 2.139]]"
5848270_1_0_void.stl,YES,4,"[-137.189, 56.178, 7.956]","[[-137.19, 56.178, 7.956], [-137.189, 56.179, 7.956]]"
5848270_1_0_void.stl,YES,5,"[49.988, 57.752, 16.259]","[[49.926, 57.703, 16.252], [50.051, 57.801, 16.266]]"
5848270_1_0_void.stl,YES,6,"[32.227, 18.766, 2.633]","[[31.551, 18.492, 2.589], [32.902, 19.041, 2.677]]"
5848270_1_0_void.stl,YES,7,"[-3.082, 74.226, 24.492]","[[-4.702, 73.377, 24.416], [-1.462, 75.074, 24.569]]"
5815802_1_1_void.stl,YES,1,"[42.659, 78.684, 0.554]","[[42.64, 78.64, 0.541], [42.679, 78.729, 0.566]]"
5815802_1_1_void.stl,YES,2,"[-2.816, 20.649, 1.091]","[[-2.834, 20.617, 1.08], [-2.798, 20.681, 1.102]]"
5815802_1_1_void.stl,YES,3,"[33.06, 16.827, 28.834]","[[33.057, 16.822, 28.832], [33.063, 16.832, 28.837]]"
5852984_1_2_void.stl,YES,1,"[28.297, -2.837, 0.74]","[[28.297, -2.837, 0.739], [28.298, -2.837, 0.74]]"
5852984_1_2_void.stl,YES,2,"[-32.07, 12.08, 11.779]","[[-32.07, 12.08, 11.778], [-32.07, 12.08, 11.779]]"
5852984_1_3_void.stl,YES,1,"[-32.978, 16.52, 10.891]","[[-33.306, 15.776, 10.781], [-32.65, 17.263, 11.001]]"
5852984_1_3_void.stl,YES,2,"[-27.595, -23.526, 11.746]","[[-27.595, -23.526, 11.746], [-27.595, -23.525, 11.747]]"
5852984_1_3_void.stl,YES,3,"[-2.659, 24.279, 10.035]","[[-2.793, 24.02, 9.965], [-2.526, 24.538, 10.106]]"
5771254_1_1_void.stl,NO,,,
5771254_1_0_void.stl,NO,,,
5777962_1_0_void.stl,YES,1,"[0.124, 7.034, 1.676]","[[0.07, 7.021, 1.65], [0.178, 7.047, 1.701]]"
5777962_1_0_void.stl,YES,2,"[-10.435, 2.28, 1.684]","[[-10.447, 2.276, 1.677], [-10.423, 2.284, 1.69]]"
5758968_15_2_void.stl,YES,1,"[49.08, -20.277, 1.737]","[[48.683, -20.84, 1.631], [49.478, -19.714, 1.844]]"
5758968_15_2_void.stl,YES,2,"[-12.784, 72.668, 50.858]","[[-12.789, 72.663, 50.857], [-12.779, 72.673, 50.859]]"
5758968_15_2_void.stl,YES,3,"[11.338, -10.714, 9.555]","[[11.331, -10.72, 9.554], [11.345, -10.708, 9.556]]"
5758968_15_2_void.stl,YES,4,"[-34.5, -66.716, 28.744]","[[-34.5, -66.716, 28.744], [-34.5, -66.716, 28.744]]"
5758968_15_2_void.stl,YES,5,"[-53.875, -26.732, 1.666]","[[-53.882, -26.736, 1.664], [-53.868, -26.729, 1.667]]"
5758968_15_2_void.stl,YES,6,"[24.939, -69.65, 21.013]","[[24.932, -69.657, 21.012], [24.946, -69.643, 21.014]]"
5758968_15_2_void.stl,YES,7,"[-31.411, -74.046, 10.323]","[[-31.417, -74.056, 10.32], [-31.406, -74.036, 10.326]]"
5789969_1_0_void.stl,YES,1,"[17.357, 14.536, 16.749]","[[17.233, 14.416, 16.452], [17.482, 14.656, 17.046]]"
5789969_1_0_void.stl,YES,2,"[50.147, 11.456, 116.013]","[[50.147, 11.456, 116.012], [50.147, 11.456, 116.013]]"
5789969_1_0_void.stl,YES,3,"[-45.512, 27.818, 65.808]","[[-45.812, 27.387, 65.46], [-45.212, 28.249, 66.155]]"
5789969_1_1_void.stl,YES,1,"[21.306, 26.814, 31.93]","[[21.284, 26.799, 31.875], [21.328, 26.828, 31.984]]"
5789969_1_1_void.stl,YES,2,"[-2.187, -1.016, 133.147]","[[-2.187, -1.016, 133.147], [-2.187, -1.016, 133.148]]"
5758968_15_3_void.stl,YES,1,"[-52.935, 25.404, 1.78]","[[-52.936, 25.402, 1.78], [-52.934, 25.405, 1.781]]"
5758968_15_3_void.stl,YES,2,"[48.087, -56.173, 10.571]","[[48.087, -56.173, 10.571], [48.087, -56.173, 10.571]]"
5758968_15_3_void.stl,YES,3,"[-19.741, 72.206, 4.67]","[[-19.742, 72.205, 4.67], [-19.739, 72.208, 4.671]]"
5758968_15_3_void.stl,YES,4,"[-72.195, 11.627, 36.361]","[[-72.195, 11.627, 36.361], [-72.194, 11.628, 36.362]]"
5873277_2_2_void.stl,NO,,,
5840852_6_1_void.stl,YES,1,"[-5.539, 3.527, 23.139]","[[-11.801, -0.911, 17.796], [0.723, 7.965, 28.481]]"
5840852_6_1_void.stl,YES,2,"[-12.791, 31.226, 18.375]","[[-12.859, 31.051, 18.274], [-12.724, 31.401, 18.476]]"
