file,has_hidden_void,void_num,center_mass,bounds
5785050_7_5_void.stl,YES,2,"[-7.183, -18.475, 7.968]","[[-7.971, -18.783, 7.874], [-6.395, -18.167, 8.062]]"
5823799_4_3_void.stl,NO,,,
5823799_4_2_void.stl,NO,,,
5785050_7_4_void.stl,YES,1,"[-11.14, -16.575, 6.05]","[[-11.16, -16.594, 6.045], [-11.12, -16.556, 6.054]]"
5785050_7_4_void.stl,YES,2,"[-15.799, 8.424, 9.356]","[[-15.872, 8.377, 9.345], [-15.726, 8.47, 9.367]]"
5816424_1_1_void.stl,NO,,,
5816424_1_0_void.stl,NO,,,
5800155_1_6_void.stl,YES,1,"[0.0, 7.463, 9.121]","[[-7.999, -0.537, 2.0], [7.999, 15.457, 16.243]]"
5885189_5_5_void.stl,NO,,,
5821076_1_2_void.stl,YES,1,"[126.812, -2.819, 129.381]","[[126.663, -2.88, 129.12], [126.962, -2.758, 129.642]]"
5821076_1_2_void.stl,YES,2,"[169.577, 0.932, 116.201]","[[169.506, 0.908, 115.987], [169.649, 0.955, 116.416]]"
5783959_1_4_void.stl,YES,1,"[-2.929, 1.679, 11.112]","[[-2.99, 1.614, 10.922], [-2.872, 1.751, 11.245]]"
5783959_1_4_void.stl,YES,2,"[10.031, 1.857, 10.902]","[[9.853, 1.656, 10.214], [10.246, 2.121, 11.298]]"
5805749_1_0_void.stl,YES,1,"[10.257, 27.369, 0.998]","[[10.157, 27.215, 0.986], [10.356, 27.523, 1.009]]"
5805749_1_0_void.stl,YES,2,"[0.781, 24.164, 4.724]","[[0.736, 24.138, 4.717], [0.825, 24.19, 4.731]]"
5805749_1_0_void.stl,YES,3,"[18.501, 12.451, 1.846]","[[15.659, 8.143, 1.498], [21.342, 16.76, 2.193]]"
5805749_1_0_void.stl,YES,4,"[20.308, 15.248, 0.641]","[[15.15, 12.662, 0.051], [25.465, 17.833, 1.231]]"
5803369_7_1_void.stl,YES,1,"[-3.795, -14.35, 39.605]","[[-5.256, -18.696, 35.259], [-2.339, -10.002, 43.953]]"
5853274_1_1_void.stl,YES,1,"[29.392, 32.225, 1.618]","[[26.286, 27.444, 0.312], [32.499, 37.006, 2.923]]"
5853274_1_1_void.stl,YES,2,"[-33.723, -35.732, 12.96]","[[-33.904, -35.854, 12.904], [-33.541, -35.609, 13.016]]"
5853274_1_1_void.stl,YES,3,"[12.671, -31.137, 69.588]","[[12.668, -31.139, 69.586], [12.673, -31.135, 69.591]]"
5853274_1_1_void.stl,YES,4,"[39.74, -35.197, 38.179]","[[39.729, -35.202, 38.174], [39.75, -35.192, 38.185]]"
5911816_3_4_void.stl,YES,1,"[40.0, 2.942, 6.795]","[[39.892, 2.918, 6.783], [40.107, 2.966, 6.807]]"
5866985_1_4_void.stl,YES,1,"[-12.272, 6.407, 18.1]","[[-18.639, -0.962, 15.467], [-5.904, 13.776, 20.733]]"
5866985_1_4_void.stl,YES,2,"[3.015, -0.4, 9.552]","[[0.574, -3.218, 6.301], [5.455, 2.419, 12.803]]"
5803369_7_0_void.stl,YES,1,"[-3.795, -14.35, 39.605]","[[-5.256, -18.696, 35.259], [-2.339, -10.002, 43.953]]"
5821076_1_3_void.stl,YES,1,"[94.28, 1.55, 130.905]","[[94.279, 1.55, 130.904], [94.281, 1.551, 130.905]]"
5783959_1_5_void.stl,YES,1,"[-2.929, 1.679, 11.112]","[[-2.99, 1.614, 10.922], [-2.872, 1.751, 11.245]]"
5783959_1_5_void.stl,YES,2,"[10.031, 1.857, 10.902]","[[9.853, 1.656, 10.214], [10.246, 2.121, 11.298]]"
5783959_1_5_void.stl,YES,3,"[-3.789, -1.653, 9.023]","[[-3.801, -1.667, 9.012], [-3.777, -1.64, 9.034]]"
5783959_1_5_void.stl,YES,4,"[0.313, 4.994, 2.549]","[[0.303, 4.988, 2.543], [0.324, 5.0, 2.556]]"
5885189_5_4_void.stl,NO,,,
5866985_1_5_void.stl,YES,1,"[-13.271, -10.849, 29.165]","[[-18.603, -13.497, 25.667], [-7.939, -8.2, 32.664]]"
5866985_1_5_void.stl,YES,2,"[10.535, 13.614, 14.899]","[[9.656, 13.22, 14.027], [11.414, 14.008, 15.771]]"
5866985_1_5_void.stl,YES,3,"[8.471, -13.895, 7.608]","[[8.288, -14.216, 7.31], [8.653, -13.575, 7.906]]"
5866985_1_5_void.stl,YES,4,"[-2.755, 6.971, 30.232]","[[-3.056, 6.529, 29.933], [-2.455, 7.413, 30.532]]"
5853274_1_0_void.stl,YES,1,"[21.219, -21.378, 40.864]","[[21.219, -21.378, 40.863], [21.219, -21.378, 40.864]]"
5853274_1_0_void.stl,YES,2,"[-20.579, 29.492, 18.455]","[[-20.79, 29.344, 18.355], [-20.368, 29.641, 18.555]]"
5853274_1_0_void.stl,YES,3,"[18.39, -35.773, 8.594]","[[18.125, -35.886, 8.424], [18.654, -35.661, 8.764]]"
5911816_3_5_void.stl,YES,1,"[6.15, 1.006, 6.973]","[[1.21, 0.278, 5.98], [11.09, 1.734, 7.966]]"
5911816_3_5_void.stl,YES,2,"[17.765, -2.903, 3.65]","[[17.729, -2.911, 3.642], [17.801, -2.895, 3.659]]"
5911816_3_5_void.stl,YES,3,"[11.731, -4.704, 5.734]","[[11.714, -4.705, 5.732], [11.747, -4.702, 5.736]]"
5819785_1_1_void.stl,NO,,,
5892823_1_0_void.stl,YES,1,"[0.583, 32.389, 10.939]","[[0.582, 32.385, 10.938], [0.583, 32.393, 10.939]]"
5892823_1_0_void.stl,YES,2,"[0.633, 24.451, 1.93]","[[0.632, 24.447, 1.929], [0.634, 24.455, 1.93]]"
5840852_7_3_void.stl,YES,1,"[-10.583, 21.74, 4.882]","[[-14.247, 16.879, 1.731], [-6.919, 26.602, 8.033]]"
5840852_7_3_void.stl,YES,2,"[-4.932, 6.319, 9.45]","[[-5.59, 5.749, 8.996], [-4.274, 6.888, 9.903]]"
5840852_7_3_void.stl,YES,3,"[10.594, -11.052, 28.587]","[[8.932, -13.635, 27.667], [12.256, -8.47, 29.507]]"
5840852_7_3_void.stl,YES,4,"[-8.427, -0.701, 11.094]","[[-8.491, -0.757, 11.056], [-8.364, -0.645, 11.132]]"
5840852_7_3_void.stl,YES,5,"[-0.432, -11.332, 11.734]","[[-1.622, -14.118, 10.608], [0.759, -8.545, 12.86]]"
5840852_7_2_void.stl,YES,1,"[-7.707, -0.677, 6.221]","[[-12.696, -3.08, 4.89], [-2.717, 1.727, 7.553]]"
5840852_7_2_void.stl,YES,2,"[-11.218, 31.224, 11.138]","[[-12.347, 30.635, 10.301], [-10.089, 31.812, 11.975]]"
5819785_1_0_void.stl,NO,,,
5826735_2_3_void.stl,YES,1,"[26.831, 9.596, 19.785]","[[26.758, 9.473, 19.761], [26.905, 9.72, 19.81]]"
5826735_2_3_void.stl,YES,2,"[7.763, 45.545, 25.15]","[[7.371, 44.472, 24.897], [8.155, 46.617, 25.403]]"
5826735_2_3_void.stl,YES,3,"[20.612, 19.799, 23.468]","[[20.61, 19.794, 23.466], [20.614, 19.804, 23.469]]"
5864029_1_1_void.stl,NO,,,
5826735_2_2_void.stl,YES,1,"[-4.947, 23.071, 17.467]","[[-9.471, 15.967, 14.921], [-0.424, 30.174, 20.013]]"
5864029_1_0_void.stl,NO,,,
5779197_1_0_void.stl,NO,,,
5771614_2_2_void.stl,YES,1,"[23.013, -1.888, 2.582]","[[22.997, -1.894, 2.575], [23.03, -1.881, 2.59]]"
5771614_2_2_void.stl,YES,2,"[7.036, 3.952, 4.61]","[[7.035, 3.952, 4.61], [7.036, 3.952, 4.611]]"
5884572_1_2_void.stl,YES,1,"[29.601, -29.019, 119.16]","[[29.535, -29.059, 119.098], [29.666, -28.979, 119.221]]"
5731853_3_1_void.stl,NO,,,
5779197_1_1_void.stl,NO,,,
5731853_3_0_void.stl,NO,,,
5771614_2_3_void.stl,NO,,,
5884572_1_3_void.stl,YES,1,"[-14.444, -26.634, 17.067]","[[-14.445, -26.636, 17.065], [-14.442, -26.632, 17.069]]"
5884572_1_3_void.stl,YES,2,"[-6.901, 54.442, 120.545]","[[-7.038, 54.34, 120.323], [-6.763, 54.544, 120.767]]"
5884572_1_3_void.stl,YES,3,"[-35.015, 7.419, 121.806]","[[-35.018, 7.416, 121.804], [-35.012, 7.422, 121.809]]"
5876560_2_3_void.stl,NO,,,
5782067_1_0_void.stl,NO,,,
5876560_2_2_void.stl,NO,,,
5782067_1_1_void.stl,YES,1,"[7.838, 0.729, 7.762]","[[7.827, 0.715, 7.753], [7.85, 0.743, 7.771]]"
5782067_1_1_void.stl,YES,2,"[4.045, -0.532, 0.97]","[[4.044, -0.534, 0.969], [4.047, -0.53, 0.972]]"
5782067_1_1_void.stl,YES,3,"[9.602, 0.538, 10.906]","[[9.601, 0.537, 10.905], [9.603, 0.539, 10.907]]"
5852998_1_1_void.stl,NO,,,
5852998_1_0_void.stl,NO,,,
5815969_1_2_void.stl,YES,1,"[23.462, 51.454, 46.49]","[[23.462, 51.454, 46.49], [23.462, 51.454, 46.49]]"
5822295_1_4_void.stl,YES,1,"[27.296, -10.791, 9.058]","[[27.296, -10.791, 9.058], [27.296, -10.79, 9.058]]"
5797392_2_7_void.stl,YES,1,"[17.044, 9.706, 6.886]","[[17.037, 9.7, 6.881], [17.051, 9.711, 6.892]]"
5797392_2_7_void.stl,YES,2,"[2.867, 1.686, 14.804]","[[2.852, 1.67, 14.769], [2.882, 1.702, 14.839]]"
5797392_2_6_void.stl,NO,,,
5785050_1_1_void.stl,NO,,,
5903116_9_0_void.stl,YES,1,"[-6.051, 13.047, 21.31]","[[-6.052, 13.046, 21.309], [-6.05, 13.047, 21.312]]"
5903116_9_0_void.stl,YES,2,"[-2.908, 11.167, 40.36]","[[-2.996, 11.13, 40.325], [-2.821, 11.205, 40.396]]"
5903116_9_0_void.stl,YES,3,"[-16.544, -0.34, 45.302]","[[-16.549, -0.341, 45.3], [-16.539, -0.338, 45.304]]"
5825805_1_5_void.stl,YES,1,"[-22.037, -5.52, 1.155]","[[-22.039, -5.521, 1.154], [-22.035, -5.519, 1.157]]"
5825805_1_5_void.stl,YES,2,"[4.983, -9.834, 1.468]","[[4.274, -10.283, 1.06], [5.691, -9.385, 1.877]]"
5825805_1_5_void.stl,YES,3,"[13.713, 9.609, 12.385]","[[13.244, 9.352, 12.169], [14.183, 9.866, 12.601]]"
5825805_1_5_void.stl,YES,4,"[-14.629, 10.889, 3.29]","[[-14.632, 10.885, 3.288], [-14.625, 10.893, 3.292]]"
5785050_1_0_void.stl,YES,1,"[1.448, 0.991, 4.089]","[[-0.727, -0.77, 2.372], [3.622, 2.752, 5.806]]"
5785050_1_0_void.stl,YES,2,"[-5.485, 4.244, 7.166]","[[-8.42, 2.657, 5.796], [-2.55, 5.831, 8.536]]"
5785050_1_0_void.stl,YES,3,"[11.409, 4.532, 27.053]","[[11.406, 4.529, 27.048], [11.412, 4.536, 27.057]]"
5903116_9_1_void.stl,YES,1,"[-16.41, -5.186, 19.354]","[[-18.329, -6.155, 17.445], [-14.49, -4.218, 21.263]]"
5903116_9_1_void.stl,YES,2,"[-27.51, -0.641, 39.697]","[[-27.661, -0.695, 39.574], [-27.358, -0.588, 39.819]]"
5903116_9_1_void.stl,YES,3,"[4.853, -1.989, 30.086]","[[4.853, -1.989, 30.086], [4.854, -1.989, 30.087]]"
5903116_9_1_void.stl,YES,4,"[-2.76, -6.799, 53.861]","[[-2.77, -6.805, 53.843], [-2.751, -6.794, 53.88]]"
5825805_1_4_void.stl,NO,,,
5858994_1_2_void.stl,NO,,,
5835992_2_1_void.stl,NO,,,
5842342_1_1_void.stl,NO,,,
5858994_1_3_void.stl,NO,,,
5842342_1_0_void.stl,YES,1,"[8.144, 2.97, 9.117]","[[7.84, 2.82, 8.712], [8.449, 3.12, 9.523]]"
5842342_1_0_void.stl,YES,2,"[-5.924, -2.545, 22.4]","[[-7.46, -2.834, 21.593], [-4.388, -2.256, 23.208]]"
5842342_1_0_void.stl,YES,3,"[-10.156, 2.574, 17.102]","[[-14.206, 0.732, 12.906], [-6.106, 4.415, 21.298]]"
5835992_2_0_void.stl,NO,,,
5885189_3_1_void.stl,YES,1,"[-2.823, 14.304, 3.156]","[[-2.963, 14.094, 3.068], [-2.684, 14.514, 3.243]]"
5885189_3_1_void.stl,YES,2,"[-1.652, 21.401, 5.038]","[[-1.805, 21.26, 4.946], [-1.499, 21.542, 5.13]]"
5885189_3_1_void.stl,YES,3,"[1.706, 21.505, 1.157]","[[1.633, 21.345, 1.099], [1.779, 21.665, 1.215]]"
5885189_3_1_void.stl,YES,4,"[0.841, 12.303, 5.503]","[[0.84, 12.302, 5.503], [0.842, 12.304, 5.503]]"
5803369_1_5_void.stl,NO,,,
5807879_2_1_void.stl,NO,,,
5911816_5_0_void.stl,YES,1,"[64.917, 25.824, 0.662]","[[64.916, 25.824, 0.662], [64.917, 25.824, 0.662]]"
5803369_1_4_void.stl,NO,,,
5885189_3_0_void.stl,NO,,,
5807879_2_0_void.stl,YES,1,"[16.742, 7.67, 6.919]","[[16.736, 7.667, 6.917], [16.748, 7.673, 6.921]]"
5911816_5_1_void.stl,YES,1,"[-23.765, 20.717, 0.268]","[[-23.774, 20.716, 0.267], [-23.757, 20.718, 0.268]]"
5876392_1_0_void.stl,YES,1,"[11.925, 2.44, 10.113]","[[11.909, 2.42, 10.106], [11.941, 2.459, 10.12]]"
5916098_1_2_void.stl,YES,1,"[6.87, 1.313, 1.655]","[[6.846, 1.27, 1.65], [6.894, 1.355, 1.66]]"
5916098_1_2_void.stl,YES,2,"[-6.614, 2.756, 1.745]","[[-6.63, 2.747, 1.743], [-6.598, 2.764, 1.747]]"
5848270_1_1_void.stl,NO,,,
5815802_1_0_void.stl,YES,1,"[-13.554, 51.1, 34.206]","[[-13.561, 51.087, 34.201], [-13.547, 51.113, 34.211]]"
5916098_1_3_void.stl,NO,,,
5876392_1_1_void.stl,NO,,,
5848270_1_0_void.stl,YES,1,"[31.076, 76.955, 2.237]","[[22.539, 72.645, 1.455], [39.612, 81.264, 3.019]]"
5848270_1_0_void.stl,YES,2,"[-0.783, 51.185, 16.783]","[[-1.362, 50.491, 16.675], [-0.204, 51.879, 16.891]]"
5848270_1_0_void.stl,YES,3,"[123.512, -25.169, 20.044]","[[121.925, -25.493, 19.957], [125.098, -24.846, 20.131]]"
5815802_1_1_void.stl,YES,1,"[50.703, 37.86, 0.859]","[[50.504, 37.616, 0.759], [50.903, 38.104, 0.958]]"
5835992_3_9_void.stl,YES,1,"[74.384, 144.775, 26.773]","[[74.368, 144.759, 26.763], [74.4, 144.791, 26.783]]"
5835992_3_8_void.stl,NO,,,
5903116_5_2_void.stl,NO,,,
5903116_5_3_void.stl,NO,,,
5832367_1_4_void.stl,YES,1,"[-7.977, -2.387, 0.658]","[[-8.331, -2.489, 0.639], [-7.622, -2.285, 0.677]]"
5832367_1_4_void.stl,YES,2,"[-4.954, 4.591, 0.171]","[[-4.966, 4.588, 0.171], [-4.942, 4.594, 0.171]]"
5832367_1_5_void.stl,YES,1,"[2.933, -3.662, 0.63]","[[2.876, -3.685, 0.626], [2.991, -3.639, 0.635]]"
5771406_3_6_void.stl,NO,,,
5771406_3_7_void.stl,YES,1,"[22.977, 46.526, 0.502]","[[22.973, 46.519, 0.501], [22.982, 46.533, 0.504]]"
5779934_1_3_void.stl,NO,,,
5771254_1_0_void.stl,NO,,,
5779934_1_2_void.stl,NO,,,
5846172_1_5_void.stl,NO,,,
5846172_1_4_void.stl,YES,1,"[3.727, 18.074, 10.93]","[[3.726, 18.07, 10.928], [3.728, 18.078, 10.933]]"
5846172_1_4_void.stl,YES,2,"[6.429, 84.668, 45.146]","[[6.391, 84.367, 44.991], [6.467, 84.968, 45.301]]"
5771278_2_6_void.stl,YES,1,"[1.894, 5.851, 2.163]","[[1.892, 5.85, 2.163], [1.896, 5.853, 2.163]]"
5771278_2_6_void.stl,YES,2,"[0.289, 12.116, 1.58]","[[0.287, 12.115, 1.58], [0.29, 12.117, 1.58]]"
5771278_2_6_void.stl,YES,3,"[15.689, 20.438, 1.441]","[[14.506, 19.808, 1.345], [16.872, 21.067, 1.537]]"
5777962_1_0_void.stl,NO,,,
5840852_1_6_void.stl,YES,1,"[7.06, 16.426, 15.43]","[[6.471, 15.235, 15.159], [7.648, 17.616, 15.702]]"
5777962_1_1_void.stl,YES,1,"[-6.261, -4.048, 0.547]","[[-6.288, -4.053, 0.533], [-6.234, -4.044, 0.56]]"
5777962_1_1_void.stl,YES,2,"[16.044, -7.32, 0.336]","[[16.039, -7.322, 0.334], [16.048, -7.318, 0.338]]"
5758968_15_2_void.stl,YES,1,"[-67.601, 31.056, 14.18]","[[-67.63, 31.02, 14.173], [-67.572, 31.092, 14.187]]"
5758968_15_2_void.stl,YES,2,"[-20.233, -1.585, 1.096]","[[-20.233, -1.586, 1.095], [-20.233, -1.585, 1.096]]"
5758968_15_2_void.stl,YES,3,"[-3.902, -67.326, 0.346]","[[-4.17, -67.752, 0.265], [-3.634, -66.899, 0.426]]"
5758968_15_2_void.stl,YES,4,"[-35.85, -72.908, 4.814]","[[-35.861, -72.916, 4.811], [-35.839, -72.9, 4.816]]"
5789969_1_0_void.stl,NO,,,
5789969_1_1_void.stl,YES,1,"[27.578, -2.555, 72.997]","[[27.545, -2.575, 72.976], [27.61, -2.534, 73.018]]"
5838700_1_3_void.stl,NO,,,
5838700_1_2_void.stl,NO,,,
5731853_2_3_void.stl,YES,1,"[-20.095, 25.761, 25.916]","[[-20.116, 25.756, 25.912], [-20.075, 25.767, 25.919]]"
5731853_2_2_void.stl,YES,1,"[-4.47, 2.472, 11.862]","[[-5.114, 2.065, 11.711], [-3.826, 2.878, 12.012]]"
5840852_6_1_void.stl,YES,1,"[-11.299, -23.552, 5.925]","[[-11.527, -23.791, 5.754], [-11.071, -23.314, 6.096]]"
5840852_6_1_void.stl,YES,2,"[-19.293, 29.258, 32.867]","[[-19.439, 29.085, 32.763], [-19.146, 29.431, 32.971]]"
5840852_6_1_void.stl,YES,3,"[11.618, -25.138, 23.915]","[[11.617, -25.139, 23.914], [11.618, -25.138, 23.915]]"
5856715_6_0_void.stl,NO,,,
5840852_6_0_void.stl,YES,1,"[14.999, -21.893, 19.052]","[[14.394, -22.321, 18.724], [15.604, -21.464, 19.38]]"
5856715_6_1_void.stl,NO,,,
5826522_1_5_void.stl,YES,1,"[-4.78, 2.481, 1.555]","[[-4.78, 2.48, 1.555], [-4.78, 2.481, 1.555]]"
5826522_1_5_void.stl,YES,2,"[18.82, 2.374, 4.173]","[[18.806, 2.367, 4.168], [18.833, 2.381, 4.178]]"
5826522_1_5_void.stl,YES,3,"[18.675, 0.703, 3.159]","[[18.597, 0.694, 3.133], [18.754, 0.712, 3.184]]"
5758968_12_4_void.stl,YES,1,"[0.424, 4.693, 7.963]","[[0.124, 3.946, 5.884], [0.723, 5.441, 10.041]]"
5827975_1_1_void.stl,YES,1,"[22.325, -7.41, 42.751]","[[22.321, -7.419, 42.745], [22.329, -7.401, 42.757]]"
5826522_1_4_void.stl,YES,1,"[16.154, 2.594, 0.89]","[[16.143, 2.592, 0.887], [16.165, 2.596, 0.894]]"
5826522_1_4_void.stl,YES,2,"[-2.031, 3.924, 0.688]","[[-2.043, 3.922, 0.685], [-2.02, 3.927, 0.692]]"
5826522_1_4_void.stl,YES,3,"[14.313, -2.343, 1.559]","[[13.636, -2.549, 1.196], [14.991, -2.137, 1.922]]"
5827975_1_0_void.stl,YES,1,"[21.185, -7.441, 11.826]","[[21.185, -7.442, 11.825], [21.186, -7.44, 11.828]]"
5827975_1_0_void.stl,YES,2,"[24.631, 10.478, 29.77]","[[24.547, 10.21, 29.363], [24.716, 10.746, 30.176]]"
5841108_1_2_void.stl,NO,,,
5927031_1_5_void.stl,YES,1,"[1.339, 8.2, 7.399]","[[1.331, 8.126, 7.309], [1.346, 8.273, 7.489]]"
5927031_1_5_void.stl,YES,2,"[1.582, -0.936, 16.359]","[[1.582, -0.936, 16.359], [1.582, -0.936, 16.359]]"
5927031_1_4_void.stl,YES,1,"[1.878, 8.376, 11.544]","[[1.878, 8.376, 11.543], [1.878, 8.376, 11.544]]"
5927031_1_4_void.stl,YES,2,"[0.658, 8.779, 11.337]","[[0.658, 8.779, 11.337], [0.658, 8.78, 11.337]]"
5927031_1_4_void.stl,YES,3,"[1.589, 2.533, 16.567]","[[1.582, 2.501, 16.515], [1.597, 2.564, 16.62]]"
5903116_2_4_void.stl,YES,1,"[-2.047, 3.238, 28.768]","[[-2.143, 3.211, 28.709], [-1.95, 3.265, 28.826]]"
5903116_2_4_void.stl,YES,2,"[1.314, 1.444, 37.24]","[[0.968, 1.355, 37.112], [1.659, 1.532, 37.368]]"
5903116_2_4_void.stl,YES,3,"[12.456, 1.549, 26.351]","[[12.456, 1.548, 26.351], [12.456, 1.549, 26.351]]"
5903116_2_5_void.stl,YES,1,"[-6.188, -1.687, 14.742]","[[-6.199, -1.692, 14.726], [-6.177, -1.681, 14.757]]"
5903116_2_5_void.stl,YES,2,"[9.758, -0.017, 16.766]","[[8.959, -0.23, 15.825], [10.556, 0.196, 17.708]]"
5821076_1_8_void.stl,YES,1,"[139.523, 2.3, 128.566]","[[137.058, 1.95, 124.947], [141.989, 2.65, 132.185]]"
5758968_4_4_void.stl,NO,,,
5758968_4_5_void.stl,NO,,,
5819451_1_4_void.stl,YES,1,"[48.687, -9.139, 2.627]","[[48.682, -9.144, 2.621], [48.691, -9.134, 2.632]]"
5819451_1_4_void.stl,YES,2,"[3.763, -15.673, 1.295]","[[3.746, -15.696, 1.275], [3.781, -15.651, 1.316]]"
5819451_1_4_void.stl,YES,3,"[32.735, 34.885, 5.336]","[[32.698, 34.846, 5.295], [32.771, 34.925, 5.376]]"
5819451_1_5_void.stl,NO,,,
5885189_4_7_void.stl,YES,1,"[1.105, 54.658, 0.365]","[[1.098, 54.377, 0.353], [1.113, 54.939, 0.376]]"
5885189_4_7_void.stl,YES,2,"[1.94, 113.367, 0.147]","[[1.939, 113.357, 0.147], [1.94, 113.376, 0.147]]"
5885189_4_7_void.stl,YES,3,"[-2.053, 6.555, 2.605]","[[-2.069, 6.236, 2.6], [-2.037, 6.873, 2.609]]"
5831826_1_0_void.stl,NO,,,
5893039_2_1_void.stl,YES,1,"[14.417, 7.758, 0.977]","[[14.389, 7.735, 0.958], [14.445, 7.782, 0.996]]"
5885189_4_6_void.stl,YES,1,"[1.257, 63.464, 2.828]","[[1.158, 61.12, 2.791], [1.357, 65.808, 2.865]]"
5885189_4_6_void.stl,YES,2,"[1.22, 83.35, 3.145]","[[1.22, 83.343, 3.144], [1.221, 83.357, 3.145]]"
5885189_4_6_void.stl,YES,3,"[-1.419, 105.283, 3.18]","[[-1.448, 104.132, 3.149], [-1.391, 106.434, 3.211]]"
5893039_2_0_void.stl,YES,1,"[14.968, 6.695, 6.495]","[[14.964, 6.685, 6.488], [14.972, 6.704, 6.503]]"
5831826_1_1_void.stl,YES,1,"[16.244, 4.352, 5.072]","[[16.167, 4.301, 4.958], [16.32, 4.402, 5.187]]"
5831826_1_1_void.stl,YES,2,"[26.335, 12.215, 14.897]","[[26.333, 12.214, 14.895], [26.337, 12.216, 14.898]]"
5823799_5_1_void.stl,NO,,,
5838731_1_2_void.stl,YES,1,"[-7.716, -25.647, 7.909]","[[-7.737, -25.674, 7.902], [-7.696, -25.62, 7.915]]"
5838731_1_2_void.stl,YES,2,"[-13.126, -34.392, 4.791]","[[-14.865, -41.52, 3.665], [-11.387, -27.265, 5.918]]"
5838731_1_3_void.stl,YES,1,"[12.833, 14.064, 3.342]","[[10.554, 7.01, 2.685], [15.112, 21.118, 4.0]]"
5823799_5_0_void.stl,NO,,,
5882085_1_1_void.stl,NO,,,
5882085_1_0_void.stl,NO,,,
5816748_1_4_void.stl,YES,1,"[118.627, 73.683, 31.275]","[[118.62, 73.679, 31.274], [118.634, 73.686, 31.276]]"
5838700_1_8_void.stl,NO,,,
5816748_1_5_void.stl,YES,1,"[17.37, 56.743, 32.064]","[[17.367, 56.741, 32.063], [17.372, 56.745, 32.064]]"
5816748_1_5_void.stl,YES,2,"[41.861, 77.212, 12.283]","[[41.819, 77.181, 12.276], [41.903, 77.244, 12.289]]"
5771406_2_4_void.stl,NO,,,
5771406_2_5_void.stl,NO,,,
5761618_2_3_void.stl,NO,,,
5831757_1_0_void.stl,YES,1,"[-11.626, 48.461, 72.641]","[[-11.68, 48.37, 72.573], [-11.572, 48.552, 72.709]]"
5831757_1_0_void.stl,YES,2,"[-3.025, -52.323, 71.623]","[[-3.026, -52.324, 71.622], [-3.024, -52.321, 71.624]]"
5831757_1_1_void.stl,NO,,,
5761618_2_2_void.stl,NO,,,
5864454_1_0_void.stl,YES,1,"[-15.689, -6.361, 8.144]","[[-18.677, -7.882, 7.498], [-12.701, -4.841, 8.791]]"
5846014_1_0_void.stl,NO,,,
5800327_1_5_void.stl,YES,1,"[0.151, -3.119, 14.789]","[[-0.238, -3.524, 13.983], [0.539, -2.714, 15.595]]"
5800327_1_4_void.stl,YES,1,"[-2.079, -0.383, 13.459]","[[-2.291, -0.607, 13.222], [-1.867, -0.159, 13.697]]"
5864454_1_1_void.stl,NO,,,
5840784_1_1_void.stl,YES,1,"[278.034, 18.85, 233.492]","[[276.39, 18.765, 232.825], [279.678, 18.934, 234.158]]"
