file,has_hidden_void,void_num,center_mass,bounds
5782067_1_0_void.stl,YES,3,"[0.813, 1.651, 0.856]","[[0.812, 1.651, 0.856], [0.813, 1.652, 0.857]]"
5876560_2_2_void.stl,NO,,,
5815969_1_3_void.stl,NO,,,
5852998_1_1_void.stl,YES,1,"[12.232, 10.419, 6.444]","[[12.148, 10.332, 6.385], [12.315, 10.507, 6.503]]"
5852998_1_1_void.stl,YES,2,"[18.378, 6.74, 9.256]","[[18.378, 6.74, 9.255], [18.378, 6.74, 9.256]]"
5852998_1_1_void.stl,YES,3,"[32.028, 24.201, 5.25]","[[31.925, 24.099, 5.179], [32.13, 24.304, 5.321]]"
5852998_1_1_void.stl,YES,4,"[32.321, 18.788, 7.938]","[[32.134, 18.632, 7.738], [32.508, 18.944, 8.138]]"
5852998_1_1_void.stl,YES,5,"[30.231, 31.062, 18.079]","[[30.228, 31.059, 18.078], [30.234, 31.065, 18.08]]"
5852998_1_0_void.stl,NO,,,
5815969_1_2_void.stl,YES,1,"[21.517, 30.59, 0.809]","[[21.471, 30.544, 0.766], [21.563, 30.635, 0.853]]"
5815969_1_2_void.stl,YES,2,"[19.508, 34.34, 1.196]","[[19.506, 34.335, 1.193], [19.511, 34.345, 1.198]]"
5835595_1_2_void.stl,YES,1,"[19.277, -5.979, 24.105]","[[19.266, -5.982, 24.102], [19.289, -5.976, 24.108]]"
5785050_1_1_void.stl,NO,,,
5903116_9_0_void.stl,YES,1,"[-6.183, 4.141, 28.589]","[[-6.194, 4.14, 28.586], [-6.172, 4.143, 28.593]]"
5903116_9_0_void.stl,YES,2,"[-24.201, -2.096, 38.371]","[[-24.859, -2.512, 37.228], [-23.543, -1.68, 39.515]]"
5903116_9_0_void.stl,YES,3,"[-22.017, -2.338, 10.074]","[[-22.017, -2.338, 10.073], [-22.017, -2.338, 10.074]]"
5903116_9_0_void.stl,YES,4,"[-10.063, -1.889, 42.247]","[[-10.132, -1.946, 42.144], [-9.993, -1.832, 42.35]]"
5903116_9_0_void.stl,YES,5,"[4.623, -6.869, 10.664]","[[4.607, -6.876, 10.624], [4.639, -6.863, 10.704]]"
5903116_9_0_void.stl,YES,6,"[-10.505, 9.84, 23.597]","[[-10.543, 9.824, 23.522], [-10.467, 9.857, 23.671]]"
5903116_9_0_void.stl,YES,7,"[12.191, 15.373, 31.959]","[[12.19, 15.373, 31.958], [12.191, 15.373, 31.959]]"
5785050_1_0_void.stl,NO,,,
5903116_9_1_void.stl,YES,1,"[0.263, 6.028, 36.41]","[[0.263, 6.028, 36.41], [0.263, 6.028, 36.41]]"
5903116_9_1_void.stl,YES,2,"[-27.379, -3.072, 0.938]","[[-27.545, -3.115, 0.803], [-27.214, -3.029, 1.072]]"
5903116_9_1_void.stl,YES,3,"[-23.63, -5.757, 39.125]","[[-28.714, -7.599, 33.723], [-18.545, -3.916, 44.526]]"
5903116_9_1_void.stl,YES,4,"[-23.321, -0.442, 6.229]","[[-24.019, -0.57, 5.85], [-22.622, -0.314, 6.608]]"
5858994_1_2_void.stl,NO,,,
5842342_1_1_void.stl,NO,,,
5858994_1_3_void.stl,NO,,,
5842342_1_0_void.stl,YES,1,"[-11.8, 4.334, 21.292]","[[-11.811, 4.331, 21.28], [-11.789, 4.338, 21.303]]"
5842342_1_0_void.stl,YES,2,"[3.996, -1.533, 3.932]","[[3.984, -1.54, 3.908], [4.009, -1.526, 3.957]]"
5842342_1_0_void.stl,YES,3,"[6.136, 2.636, 10.438]","[[6.124, 2.633, 10.425], [6.147, 2.638, 10.45]]"
5842342_1_0_void.stl,YES,4,"[-14.515, 1.651, 16.226]","[[-15.353, 1.267, 15.31], [-13.678, 2.035, 17.143]]"
5835992_2_0_void.stl,YES,1,"[134.062, 160.323, 4.033]","[[134.059, 160.319, 4.032], [134.066, 160.326, 4.034]]"
5835992_2_0_void.stl,YES,2,"[160.799, 156.198, 22.027]","[[160.035, 154.194, 21.595], [161.563, 158.201, 22.46]]"
5885189_3_1_void.stl,YES,1,"[2.406, 17.01, 4.321]","[[2.401, 17.001, 4.315], [2.411, 17.019, 4.326]]"
5885189_3_1_void.stl,YES,2,"[-3.513, 11.056, 3.2]","[[-3.567, 10.896, 3.169], [-3.458, 11.216, 3.23]]"
5885189_3_1_void.stl,YES,3,"[-2.218, 9.22, 2.396]","[[-2.221, 9.21, 2.393], [-2.215, 9.231, 2.399]]"
5885189_3_1_void.stl,YES,4,"[-3.278, 13.635, 5.287]","[[-3.278, 13.635, 5.287], [-3.278, 13.635, 5.287]]"
5911816_5_0_void.stl,YES,1,"[18.782, 21.718, 4.098]","[[18.78, 21.718, 4.097], [18.785, 21.719, 4.098]]"
5911816_5_0_void.stl,YES,2,"[46.727, 20.002, 1.969]","[[45.417, 19.879, 1.879], [48.036, 20.125, 2.059]]"
5911816_5_0_void.stl,YES,3,"[50.487, 22.68, 0.405]","[[49.776, 22.656, 0.371], [51.197, 22.705, 0.44]]"
5885189_3_0_void.stl,YES,1,"[1.993, 9.737, 0.886]","[[1.841, 9.37, 0.805], [2.144, 10.104, 0.967]]"
5885189_3_0_void.stl,YES,2,"[-2.135, 22.408, 0.58]","[[-2.219, 22.242, 0.508], [-2.05, 22.575, 0.652]]"
5885189_3_0_void.stl,YES,3,"[-2.652, 21.168, 3.787]","[[-2.652, 21.168, 3.787], [-2.651, 21.169, 3.787]]"
5885189_3_0_void.stl,YES,4,"[1.409, 14.081, 5.151]","[[0.905, 12.986, 4.838], [1.913, 15.176, 5.465]]"
5807879_2_0_void.stl,YES,1,"[-13.024, 11.935, 3.482]","[[-13.076, 11.912, 3.469], [-12.971, 11.959, 3.495]]"
5807879_2_0_void.stl,YES,2,"[16.788, 5.102, 5.16]","[[16.48, 4.83, 5.054], [17.096, 5.374, 5.266]]"
5911816_5_1_void.stl,NO,,,
5876392_1_0_void.stl,YES,1,"[5.724, 20.514, 9.787]","[[5.311, 20.101, 9.545], [6.138, 20.926, 10.03]]"
5848270_1_1_void.stl,YES,1,"[13.235, 25.626, 16.095]","[[13.205, 25.609, 16.091], [13.265, 25.642, 16.1]]"
5848270_1_1_void.stl,YES,2,"[-62.61, 63.557, 6.78]","[[-70.719, 59.419, 5.733], [-54.501, 67.696, 7.827]]"
5848270_1_1_void.stl,YES,3,"[-43.91, 75.224, 7.635]","[[-45.535, 74.77, 7.527], [-42.284, 75.678, 7.742]]"
5848270_1_1_void.stl,YES,4,"[36.48, 76.007, 22.938]","[[36.082, 75.825, 22.901], [36.877, 76.189, 22.974]]"
5848270_1_1_void.stl,YES,5,"[-135.014, 68.868, 12.027]","[[-138.088, 67.507, 11.767], [-131.941, 70.229, 12.287]]"
5848270_1_1_void.stl,YES,6,"[5.336, 83.484, 12.584]","[[5.331, 83.483, 12.584], [5.342, 83.486, 12.585]]"
5848270_1_1_void.stl,YES,7,"[54.416, 60.593, 24.67]","[[54.349, 60.553, 24.665], [54.484, 60.633, 24.674]]"
5815802_1_0_void.stl,YES,1,"[16.859, 22.585, 1.866]","[[16.858, 22.585, 1.866], [16.859, 22.585, 1.866]]"
5815802_1_0_void.stl,YES,2,"[7.944, 65.612, 32.158]","[[7.943, 65.611, 32.158], [7.944, 65.613, 32.159]]"
5815802_1_0_void.stl,YES,3,"[32.149, 53.22, 34.008]","[[32.089, 53.136, 33.971], [32.209, 53.303, 34.045]]"
5815802_1_0_void.stl,YES,4,"[-14.32, 74.187, 32.658]","[[-14.32, 74.187, 32.658], [-14.32, 74.187, 32.658]]"
5876392_1_1_void.stl,YES,1,"[4.551, 17.169, 2.877]","[[4.549, 17.168, 2.876], [4.552, 17.169, 2.877]]"
5876392_1_1_void.stl,YES,2,"[19.838, 5.08, 6.031]","[[19.831, 5.072, 6.028], [19.845, 5.089, 6.034]]"
5876392_1_1_void.stl,YES,3,"[23.659, 10.98, 8.488]","[[23.058, 10.303, 8.041], [24.259, 11.657, 8.936]]"
5876392_1_1_void.stl,YES,4,"[3.22, 11.774, 1.726]","[[3.22, 11.774, 1.726], [3.22, 11.774, 1.726]]"
5876392_1_1_void.stl,YES,5,"[23.696, 10.129, 7.115]","[[23.695, 10.128, 7.115], [23.696, 10.129, 7.115]]"
5876392_1_1_void.stl,YES,6,"[11.093, 22.425, 0.484]","[[11.093, 22.425, 0.484], [11.093, 22.425, 0.484]]"
5848270_1_0_void.stl,YES,1,"[-2.625, 73.728, 1.786]","[[-2.628, 73.726, 1.786], [-2.623, 73.729, 1.787]]"
5848270_1_0_void.stl,YES,2,"[130.406, 67.578, 8.071]","[[130.286, 67.538, 8.053], [130.526, 67.618, 8.09]]"
5848270_1_0_void.stl,YES,3,"[-138.073, 46.529, 22.905]","[[-139.673, 46.223, 22.834], [-136.473, 46.835, 22.976]]"
5815802_1_1_void.stl,YES,1,"[50.816, 95.982, 33.48]","[[50.816, 95.982, 33.48], [50.816, 95.982, 33.48]]"
5903116_5_2_void.stl,YES,1,"[-2.246, -11.732, 4.521]","[[-5.308, -16.295, 3.418], [0.816, -7.17, 5.625]]"
5903116_5_2_void.stl,YES,2,"[-9.861, -20.57, 15.689]","[[-9.952, -20.733, 15.601], [-9.77, -20.407, 15.778]]"
5903116_5_2_void.stl,YES,3,"[2.328, 2.765, 3.697]","[[1.953, 2.252, 3.585], [2.704, 3.278, 3.808]]"
5903116_5_2_void.stl,YES,4,"[-0.051, -24.667, 15.203]","[[-0.495, -25.416, 14.913], [0.393, -23.919, 15.493]]"
5771254_1_1_void.stl,NO,,,
5771254_1_0_void.stl,NO,,,
5777962_1_0_void.stl,YES,1,"[-11.463, -2.779, 1.77]","[[-11.464, -2.779, 1.77], [-11.462, -2.779, 1.77]]"
5777962_1_0_void.stl,YES,2,"[-15.959, -2.311, 7.797]","[[-15.962, -2.312, 7.795], [-15.956, -2.309, 7.799]]"
5777962_1_0_void.stl,YES,3,"[-16.333, -3.226, 6.509]","[[-16.333, -3.226, 6.509], [-16.332, -3.226, 6.509]]"
5758968_15_2_void.stl,YES,1,"[-10.587, -10.224, 9.352]","[[-10.597, -10.235, 9.348], [-10.578, -10.213, 9.357]]"
5758968_15_2_void.stl,YES,2,"[38.199, -62.7, 41.752]","[[37.916, -62.901, 41.647], [38.482, -62.498, 41.858]]"
5789969_1_0_void.stl,NO,,,
5758968_15_3_void.stl,YES,1,"[-40.303, 62.284, 46.198]","[[-40.304, 62.283, 46.198], [-40.303, 62.285, 46.199]]"
5758968_15_3_void.stl,YES,2,"[50.683, 53.328, 31.401]","[[50.673, 53.301, 31.396], [50.693, 53.355, 31.407]]"
5758968_15_3_void.stl,YES,3,"[8.352, -62.3, 1.572]","[[7.361, -63.053, 1.357], [9.343, -61.547, 1.788]]"
5758968_15_3_void.stl,YES,4,"[-74.405, 3.374, 39.321]","[[-74.405, 3.372, 39.32], [-74.404, 3.375, 39.321]]"
5758968_15_3_void.stl,YES,5,"[16.609, -71.635, 16.255]","[[16.608, -71.636, 16.255], [16.61, -71.634, 16.256]]"
5731853_2_3_void.stl,YES,1,"[-17.676, 38.947, 14.73]","[[-17.694, 38.941, 14.724], [-17.657, 38.953, 14.737]]"
5731853_2_3_void.stl,YES,2,"[0.275, 11.988, 20.812]","[[-0.226, 11.729, 20.582], [0.777, 12.247, 21.041]]"
5731853_2_3_void.stl,YES,3,"[-19.205, 25.217, 12.557]","[[-19.907, 24.262, 11.969], [-18.503, 26.172, 13.145]]"
5731853_2_3_void.stl,YES,4,"[-12.788, 6.818, 17.659]","[[-21.144, 0.402, 14.307], [-4.432, 13.234, 21.012]]"
5731853_2_2_void.stl,YES,1,"[7.417, 20.532, 5.736]","[[7.409, 20.527, 5.732], [7.425, 20.537, 5.739]]"
5731853_2_2_void.stl,YES,2,"[-1.892, 5.151, 10.404]","[[-2.116, 4.746, 10.256], [-1.667, 5.556, 10.553]]"
5731853_2_2_void.stl,YES,3,"[2.166, 16.133, 20.735]","[[1.176, 14.378, 20.098], [3.155, 17.887, 21.373]]"
5731853_2_2_void.stl,YES,4,"[0.642, 20.16, 11.324]","[[-3.023, 13.652, 6.677], [4.307, 26.668, 15.97]]"
5731853_2_2_void.stl,YES,5,"[-18.336, 28.033, 10.0]","[[-18.342, 28.03, 9.996], [-18.331, 28.036, 10.003]]"
5731853_2_2_void.stl,YES,6,"[25.735, 28.582, 26.042]","[[25.708, 28.561, 26.035], [25.763, 28.604, 26.049]]"
5840852_6_1_void.stl,YES,1,"[-12.247, 0.865, 33.671]","[[-12.302, 0.779, 33.643], [-12.192, 0.951, 33.699]]"
5840852_6_1_void.stl,YES,2,"[-13.685, -21.96, 13.925]","[[-14.315, -22.343, 13.578], [-13.055, -21.576, 14.272]]"
5856715_6_0_void.stl,NO,,,
5840852_6_0_void.stl,YES,1,"[5.587, -10.877, 23.631]","[[3.505, -13.641, 22.447], [7.669, -8.113, 24.815]]"
5856715_6_1_void.stl,NO,,,
5827975_1_1_void.stl,NO,,,
5827975_1_0_void.stl,YES,1,"[17.647, 23.061, 0.933]","[[17.642, 23.054, 0.928], [17.652, 23.069, 0.939]]"
5827975_1_0_void.stl,YES,2,"[-0.581, -0.866, 18.235]","[[-0.696, -1.058, 17.943], [-0.466, -0.673, 18.527]]"
5827975_1_0_void.stl,YES,3,"[4.807, -3.033, 56.536]","[[4.77, -3.195, 56.388], [4.844, -2.872, 56.683]]"
5841108_1_2_void.stl,YES,1,"[52.356, 27.131, 3.801]","[[51.981, 26.737, 3.719], [52.73, 27.524, 3.884]]"
5831826_1_0_void.stl,YES,1,"[28.234, 2.815, 15.204]","[[26.809, 2.496, 14.411], [29.66, 3.135, 15.998]]"
5831826_1_0_void.stl,YES,2,"[15.803, 7.996, 14.077]","[[15.802, 7.995, 14.077], [15.803, 7.996, 14.077]]"
5831826_1_0_void.stl,YES,3,"[18.792, 7.152, 27.496]","[[18.789, 7.152, 27.494], [18.794, 7.153, 27.498]]"
5831826_1_0_void.stl,YES,4,"[14.414, 3.563, 20.162]","[[14.413, 3.562, 20.162], [14.415, 3.563, 20.162]]"
5831826_1_0_void.stl,YES,5,"[32.295, 1.407, 24.627]","[[32.294, 1.406, 24.626], [32.296, 1.408, 24.627]]"
5893039_2_1_void.stl,YES,1,"[10.138, 1.628, 7.422]","[[10.134, 1.623, 7.419], [10.142, 1.633, 7.425]]"
5893039_2_1_void.stl,YES,2,"[3.53, 10.922, 8.36]","[[2.914, 10.455, 7.73], [4.145, 11.389, 8.99]]"
5893039_2_1_void.stl,YES,3,"[4.396, 1.227, 6.175]","[[4.396, 1.227, 6.175], [4.396, 1.227, 6.175]]"
5893039_2_0_void.stl,NO,,,
5831826_1_1_void.stl,YES,1,"[18.901, 12.602, 7.28]","[[18.897, 12.599, 7.276], [18.906, 12.606, 7.284]]"
5831826_1_1_void.stl,YES,2,"[22.377, 7.559, 22.465]","[[22.339, 7.543, 22.373], [22.416, 7.575, 22.556]]"
5831826_1_1_void.stl,YES,3,"[11.818, 7.404, 20.463]","[[11.8, 7.397, 20.448], [11.837, 7.412, 20.479]]"
5831826_1_1_void.stl,YES,4,"[18.444, 9.755, 9.78]","[[17.115, 9.467, 8.516], [19.773, 10.042, 11.043]]"
5823799_5_1_void.stl,NO,,,
5838731_1_2_void.stl,YES,1,"[9.11, -7.756, 11.512]","[[7.133, -14.745, 10.354], [11.088, -0.766, 12.67]]"
5838731_1_2_void.stl,YES,2,"[-0.856, -3.208, 2.026]","[[-3.401, -8.137, 0.915], [1.69, 1.722, 3.136]]"
5838731_1_2_void.stl,YES,3,"[-6.805, -36.106, 5.016]","[[-7.666, -37.96, 4.635], [-5.944, -34.252, 5.397]]"
5838731_1_2_void.stl,YES,4,"[-7.686, -31.616, 6.037]","[[-8.704, -35.474, 5.467], [-6.668, -27.758, 6.607]]"
5838731_1_2_void.stl,YES,5,"[9.77, 5.668, 5.157]","[[9.128, 2.71, 4.601], [10.413, 8.627, 5.713]]"
5838731_1_2_void.stl,YES,6,"[-11.919, 11.26, 6.303]","[[-12.588, 9.967, 6.124], [-11.249, 12.553, 6.482]]"
5838731_1_3_void.stl,YES,1,"[-9.238, -4.687, 6.503]","[[-10.725, -8.431, 6.092], [-7.75, -0.943, 6.914]]"
5838731_1_3_void.stl,YES,2,"[2.947, -13.643, 5.053]","[[1.55, -16.336, 4.559], [4.345, -10.95, 5.548]]"
5838731_1_3_void.stl,YES,3,"[-6.244, 14.885, 7.356]","[[-10.748, 4.706, 5.643], [-1.741, 25.065, 9.07]]"
5838731_1_3_void.stl,YES,4,"[-10.928, 12.093, 4.926]","[[-11.559, 9.003, 4.662], [-10.297, 15.184, 5.19]]"
5823799_5_0_void.stl,NO,,,
5882085_1_1_void.stl,YES,1,"[-8.14, -1.294, 14.585]","[[-8.722, -1.51, 14.356], [-7.559, -1.078, 14.814]]"
5882085_1_1_void.stl,YES,2,"[-35.825, 16.068, 22.937]","[[-36.491, 15.753, 22.562], [-35.16, 16.383, 23.312]]"
5882085_1_1_void.stl,YES,3,"[-25.745, 9.36, 18.796]","[[-25.789, 9.35, 18.767], [-25.701, 9.371, 18.826]]"
5882085_1_0_void.stl,YES,1,"[-12.679, 14.006, 25.459]","[[-13.282, 13.832, 25.09], [-12.076, 14.181, 25.828]]"
5882085_1_0_void.stl,YES,2,"[35.834, 15.796, 27.771]","[[35.829, 15.794, 27.769], [35.84, 15.797, 27.773]]"
5882085_1_0_void.stl,YES,3,"[-11.218, 13.972, 37.286]","[[-11.31, 13.942, 37.258], [-11.126, 14.002, 37.314]]"
5882085_1_0_void.stl,YES,4,"[-29.834, 7.66, 22.672]","[[-29.854, 7.655, 22.658], [-29.815, 7.665, 22.685]]"
5761618_2_2_void.stl,NO,,,
5817303_1_3_void.stl,NO,,,
5864454_1_0_void.stl,YES,1,"[13.974, -16.651, 9.105]","[[13.949, -16.672, 9.092], [13.999, -16.63, 9.118]]"
5864454_1_0_void.stl,YES,2,"[-14.631, 10.748, 2.399]","[[-14.736, 10.602, 2.357], [-14.526, 10.894, 2.44]]"
5864454_1_0_void.stl,YES,3,"[6.07, 12.425, 1.679]","[[5.295, 11.782, 1.412], [6.846, 13.068, 1.945]]"
5846014_1_0_void.stl,YES,1,"[5.961, 8.73, 11.074]","[[5.784, 8.43, 10.985], [6.137, 9.029, 11.163]]"
5846014_1_0_void.stl,YES,2,"[-14.763, -23.395, 9.37]","[[-14.793, -23.482, 9.346], [-14.734, -23.309, 9.394]]"
5846014_1_0_void.stl,YES,3,"[13.93, -9.68, 11.753]","[[13.806, -9.754, 11.723], [14.054, -9.607, 11.784]]"
5846014_1_0_void.stl,YES,4,"[18.927, -22.168, 3.628]","[[18.472, -22.638, 3.532], [19.381, -21.698, 3.725]]"
5846014_1_0_void.stl,YES,5,"[-7.773, 4.064, 13.771]","[[-7.833, 3.949, 13.718], [-7.714, 4.179, 13.823]]"
5846014_1_0_void.stl,YES,6,"[-8.407, 4.081, 12.56]","[[-8.546, 3.865, 12.453], [-8.269, 4.296, 12.667]]"
5817303_1_2_void.stl,NO,,,
5846014_1_1_void.stl,YES,1,"[-7.777, 9.122, 14.093]","[[-7.778, 9.121, 14.093], [-7.777, 9.122, 14.093]]"
5846014_1_1_void.stl,YES,2,"[-4.702, -11.769, 12.07]","[[-4.735, -11.798, 12.059], [-4.669, -11.741, 12.081]]"
5846014_1_1_void.stl,YES,3,"[11.542, -27.148, 6.379]","[[11.181, -27.459, 6.178], [11.903, -26.837, 6.579]]"
